volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
uc2.ark+=13960=t01z46093,1828,1828,1828,1828,,,58719,0.965984548137,1,1,149,"Lister, T. H. $q (Thomas Henry),",Herbert Lacy,fic
dul1.ark+=13960=t4cn81m1v,1835,1835,1835,1835,,,39990,0.859085971558,0,1,149,"Beckford, William,",Recollections of an excursion to the monasteries of Alcoba̤a and Batalha,bio
mdp.39015064339503,1839,1839,1839,1839,,,15165,0.107503501354,0,1,149,"Hill, Alonzo,",A discourse on the life and character of the Rev. Aaron Bancroft,bio
njp.32101074878180,1822,1822,1822,1822,,,86671,0.959078424126,1,1,146,"Scott, Walter,",Historical romances of the author of Waverley,fic
hvd.hwp49i,1828,1828,1828,1828,,,165372,0.0100979658292,0,1,149,"Bausset-Roquefort, Louis Fran̤ois Joseph,",Private memoirs of the court of Napoleon,bio
njp.32101072878018,1830,1830,1830,1830,,,87551,0.00245488364564,0,1,149,"Jacob, John,",Annals of some of the British Norman isles constituting the bailiwick of Guernsey,bio
mdp.39015073728308,1826,1826,1826,1826,,,143194,0.627503028973,0,1,149,anonymous157,Autobiography;,bio
njp.32101076782380,1833,1833,1833,1833,,,99274,0.9906426009,1,1,149,"Trollope, Frances Milton,",The abbess,fic
mdp.39015030539533,1832,1832,1832,1832,,,242002,0.620050199063,0,1,149,"Abrant̬s, Laure Junot,",Memoirs of the Duchess d'Abrant̬s (Madame Junot),bio
loc.ark+=13960=t3vt28m56,1824,1824,1824,1824,,,217182,0.00911293605206,0,1,149,"Aikin, John,",Memoir of John Aikin,bio
uc1.b296699,1829,1829,1829,1829,,,255963,0.0121315169053,0,1,148,"Jefferson, Thomas,","Memoir, correspondence, and miscellanies",bio
nyp.33433081951711,1839,1839,1839,1839,,,172575,0.0064700503862,0,1,149,"Sparks, Jared,",The life of George Washington,bio
njp.32101007603382,1833,1833,1833,1833,,,167895,0.996682196023,1,1,147,"Martineau, Harriet,",Poor laws and paupers illustrated,fic
uc2.ark+=13960=t54f1p96g,1825,1825,1825,1825,,,77124,0.0297611164669,0,1,149,"Benger, E.","Memoirs of Elizabeth Stuart, Queen of Bohemia, daughter of King James the First",bio
nyp.33433074937131,1829,1829,1829,1829,,,67670,0.78601684601,1,1,149,"Beamish, North Ludlow,",Peace campaigns of a cornet,fic
hvd.32044020529764,1827,1827,1827,1827,,,19242,0.165864662216,0,1,149,"Mitchell, Joseph.",The missionary pioneer,bio
hvd.hwke4i,1833,1833,1833,1833,,,25164,0.00527226850466,0,1,149,anonymous164,"Biographical sketch of Joseph Napoleon Bonaparte, count de Survilliers",bio
uiuo.ark+=13960=t8tb1mx95,1839,1839,1839,1839,,,65949,0.959328118766,1,1,149,"Lytton, Rosina Bulwer Lytton,",Cheveley;,fic
uiuo.ark+=13960=t01z4wd3v,1837,1837,1837,1837,,,61939,0.995278653774,1,1,148,"Disraeli, Benjamin,",Henrietta Temple,fic
mdp.39015062286094,1829,1829,1829,1829,,,61242,0.986865421306,1,1,148,"James, G. P. R.",Richelieu,fic
nyp.33433074863600,1839,1839,1839,1839,,,74232,0.97789672226,1,1,148,"James, G. P. R.",Charles Tyrrell;,fic
uva.x000371054,1825,1825,1825,1825,,,84219,0.129207356265,0,1,149,"Carlyle, Thomas,",The life of Friedrich Schiller;,bio
nyp.33433076095029,1831,1831,1831,1831,,,340987,0.900279225423,1,1,149,"Sterne, Laurence,",The works of Laurence Sterne,fic
njp.32101065704304,1821,1821,1821,1821,,,70424,0.967031328404,1,1,149,"Reed, Andrew,",No fiction,fic
uc2.ark+=13960=t77s7wr9f,1831,1831,1831,1831,,,86302,0.730245039157,1,1,149,"Bulgarin, Fadde�_,",Ivan Vejeeghen;,fic
hvd.32044086798527,1827,1827,1827,1827,,,98032,0.989234850903,1,1,149,"Kennedy, Grace,","Dunallan, or, Know what you judge",fic
hvd.32044029884988,1833,1833,1833,1833,,,121960,0.0592765381157,0,1,149,"Clarke, Adam,","An account of the infancy, religious and literary life of Adam Clarke",bio
uc1.b3321866,1831,1831,1831,1831,,,31614,0.980673332189,1,1,148,"Disraeli, Benjamin,",The young duke,fic
mdp.39015073747266,1836,1836,1836,1836,,,181658,0.0260401969038,0,1,149,"Mackintosh, James,",Memoirs of the life of the Right Honourable Sir James Mackintosh,bio
njp.32101064790775,1835,1835,1835,1835,,,41924,0.99031944698,1,1,148,"Stanhope, Louisa Sidney.",Sydney Beresford;,fic
uc2.ark+=13960=t8mc8tg6h,1839,1839,1839,1839,,,111471,0.928029452364,1,1,149,"Haas, James D.",Gleanings from Germany,fic
wu.89094746757,1824,1824,1824,1824,,,147836,0.00782660128711,0,1,149,"Granger, James,",A biographical history of England,bio
uc1.$b746806,1834,1834,1834,1834,,,61543,0.0371261293244,0,1,149,"Moore, James Carrick,","The life of Lieutenant-General Sir John Moore, K. B",bio
uc1.b297541,1837,1837,1837,1837,,,64737,0.0231216813375,0,1,149,"Benson, Robert,",Memoirs of the life and writings of the Rev. Arthur Collier,bio
uc1.b4010148,1823,1823,1823,1823,,,116424,0.0157583949926,0,1,149,"Burke, Edmund,",The works of the Right Honourable Edmund Burke,bio
