volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
uc1.b4071085,1856,1856,1856,1856,,,236508,0.0143865281683,0,1,149,"Napier, Mark,",Memoirs of the Marquis of Montrose,bio
uc2.ark+=13960=t40r9tf4k,1857,1857,1857,1857,,,182327,0.970695248794,1,1,149,"Wilson, John Mackay,",Wilson's tales of the borders and of Scotland,fic
nnc1.1002213257,1858,1858,1858,1858,,,86608,0.995141079204,1,1,149,"Ram, Stopford James,",Greatness in little things,fic
uc2.ark+=13960=t5k932p1z,1855,1855,1855,1855,,,134073,0.968107222912,1,1,149,"Leslie, Madeline,",The first and the second marriages;,fic
uc2.ark+=13960=t7wm17d52,1856,1856,1856,1856,,,192783,0.0116134769145,0,1,149,"Vehse, Carl Eduard,","Memoirs of the court, aristocracy, and diplomacy of Austria",bio
uc1.b3575955,1855,1855,1855,1855,,,134238,0.214871503361,0,1,149,"Smith, Sydney,",A memoir of the Reverend Sydney Smith,bio
uiuo.ark+=13960=t2v41083w,1855,1855,1855,1855,,,54563,0.958345515957,1,1,149,"Armstrong, F. Claudius.",The warhawk,fic
nyp.33433074866009,1852,1852,1852,1852,,,51169,0.983373388937,1,1,149,"Howitt, Mary Botham,",Gabriel,fic
njp.32101073371773,1852,1852,1852,1852,,,118986,0.979715752982,1,1,149,"Bell, Catherine D.","Margaret Cecil, or, I can, because I ought",fic
njp.32101067628048,1851,1851,1851,1851,,,48055,0.992341934063,1,1,149,"Arthur, T. S.",Cecilia Howard;,fic
mdp.35112101783647,1852,1852,1852,1852,,,220343,0.00284713096945,0,1,149,"Livingston, John","Biographical sketches of eminent American lawyers, now living",bio
nyp.33433074871173,1848,1848,1848,1848,,,413904,0.989070940607,1,1,148,"Lever, Charles James,","Charles O'Malley, the Irish dragoon",fic
nyp.33433082343108,1851,1851,1851,1851,,,223245,0.00665255408606,0,1,149,"Henry, Paul Emil,",The life and times of John Calvin,bio
yale.39002035102640,1849,1849,1849,1849,,,144504,0.028453424972,0,1,147,"Simms, William Gilmore,","The life of Nathanael Greene, Major-General in the army of the revolution",bio
nyp.33433069321556,1852,1852,1852,1852,,,132613,0.20698074862,0,1,149,"Le Normand, Marie Anne Adélaïde,",Historical and secret memoirs of the Empress Josephine,bio
nyp.33433074878657,1844,1844,1844,1844,,,77626,0.963910873242,1,1,148,"Lever, Charles James,",Arthur O'Leary,fic
mdp.39015059452154,1840,1840,1840,1840,,,44611,0.0051321937039,0,1,149,"Jackson, Isaac Rand,",The life of Major-general William Henry Harrison,bio
nyp.33433068198542,1850,1850,1850,1850,,,54777,0.98634056683,1,1,149,"Burkhardt, Charles B.,",Fairy tales and legends of many nations,fic
uc2.ark+=13960=t8mc95p76,1844,1844,1844,1844,,,73556,0.980249244368,1,1,149,"Meinhold, Wilhelm,",The amber witch;,fic
uva.x004614095,1852,1852,1852,1852,,,103113,0.00636094302355,0,1,149,"Sparks, Jared,",The library of American biography,bio
nyp.33433082343090,1849,1849,1849,1849,,,267585,0.00904305030877,0,1,149,"Henry, Paul,","The life and times of John Calvin, the great reformer",bio
uc1.b287357,1855,1855,1855,1855,,,106211,0.989781454171,1,1,148,"Ellis, Sarah Stickney,","My brother, or, The man of many friends",fic
hvd.hwdfwr,1844,1844,1844,1844,,,123288,0.028271949196,0,1,147,"Simms, William Gilmore,",The life of Francis Marion,bio
uc2.ark+=13960=t9n29qj04,1855,1855,1855,1855,,,51232,0.951656129306,1,1,148,"Reid, Mayne,",The white chief,fic
njp.32101066457035,1852,1852,1852,1852,,,52411,0.987774027912,1,1,149,"Cobbold, Richard.",Courtland,fic
nyp.33433022848273,1846,1846,1846,1846,,,73357,0.568275026326,1,1,149,"Vide, V. V.","American tableau, no.1 (arguably historical fiction)",fic
uiuo.ark+=13960=t0xp7g23v,1843,1843,1843,1843,,,82028,0.974700777876,1,1,149,anonymous170,James Hatfield and the Beauty of Buttermere,fic
wu.89096171046,1855,1855,1855,1855,,,383322,0.0888866459088,0,1,149,"Abbott, John S. C.",The history of Napoleon Bonaparte,bio
nnc1.cu11683260,1856,1856,1856,1856,,,199346,0.990997722288,1,1,148,"Cooper, James Fenimore,",Cooper's sea tales,fic
nyp.33433074937636,1840,1840,1840,1840,,,68968,0.978105090657,1,1,148,"Lytton, Edward Bulwer Lytton,",Godolphin,fic
uc2.ark+=13960=t21c1vq9x,1853,1853,1853,1853,,,27192,0.297833060048,1,1,149,"Whiting, Sydney.",Memoirs of a stomach,fic
nyp.33433074922851,1843,1843,1843,1843,,,43973,0.980252362921,1,1,149,"Lunn, William Arthur Brown,",Bizarre fables: a series of eccentric historiettes,fic
loc.ark+=13960=t0ht2qz73,1848,1848,1848,1848,,,100150,0.00114960996878,0,1,149,anonymous176,Taylor and his generals,bio
nyp.33433000988612,1854,1854,1854,1854,,,113229,0.328249225257,0,1,148,"Headley, Joel Tyler,",Washington and his generals,bio
njp.32101073439943,1851,1851,1851,1851,,,165710,0.875698281758,1,1,149,"Goethe, Johann Wolfgang von,",Wilhelm Meister's apprenticeship and travels,fic
loc.ark+=13960=t10p16p37,1850,1850,1850,1850,,,88262,0.000446564464145,0,1,149,anonymous178,The Bi-centennial book of Malden,bio
uc1.b3327459,1854,1854,1854,1854,,,133036,0.955178232591,1,1,149,"Whyte-Melville, G. J.",Tilbury Nogo;,fic
uc1.b4006384,1851,1851,1851,1851,,,367772,0.076980565687,0,1,147,"Strickland, Agnes,",Lives of the queens of England,bio
mdp.39015033443964,1854,1854,1854,1854,,,30156,0.00750116843928,0,1,149,"Napier, William Francis Patrick,",Comments upon a memorandum of the Duke of Wellington and other documents censuring Lieut.-General Charles James Napier,bio
nnc2.ark+=13960=t8qc03d6t,1848,1848,1848,1848,,,249993,0.0170924047464,0,1,149,"Chase, Philander,",Bishop Chase's Reminiscences,bio
uc1.b4457120,1853,1853,1853,1853,,,156222,0.351819299158,0,1,149,"Haydon, Benjamin Robert,","Life of Benjamin Robert Haydon, historical painter, from his autobiography and journals",bio
hvd.32044086829090,1844,1844,1844,1844,,,198922,0.996443596865,1,1,145,"James, G. P. R.",Arabella Stuart,fic
umn.31951002084281v,1845,1845,1845,1845,,,173836,0.007922960058,0,1,149,"Brougham and Vaux, Henry Brougham,",Lives of men of letters and science,bio
nyp.33433088074210,1842,1842,1842,1842,,,207037,0.895783861518,1,1,149,"Bussey, George Moir.","Fables, original and selected",fic
uiuo.ark+=13960=t2v418x46,1849,1849,1849,1849,,,48213,0.991411434477,1,1,149,"Murray, Hamilton.",Léonie Vermont,fic
hvd.hn6ev6,1844,1844,1844,1844,,,600822,0.99632431786,1,1,145,"James, G. P. R.",Arrah Neil,fic
mdp.39015078551069,1850,1850,1850,1850,,,258027,0.753422419367,1,1,149,"Defoe, Daniel,","Life and adventures of Robinson Crusoe, of York, mariner",fic
uiuo.ark+=13960=t0gt6654b,1844,1844,1844,1844,,,53582,0.957137638317,1,1,149,"Patmore, P. G.","Chatsworth; or, The romance of a week",fic
nyp.33433074814249,1846,1846,1846,1846,,,109340,0.0248198176078,0,1,149,"Franklin, Benjamin,",Life of Benjamin Franklin,bio
uc1.b29359,1859,1859,1859,1859,,,206896,0.0483811848389,0,1,149,"Chadwick, William.",The life and times of Daniel De Foe,bio
uva.x002008675,1856,1856,1856,1856,,,156599,0.195434438527,0,1,149,"Lewes, George Henry,",The life and works of Goethe,bio
pst.000020018566,1840,1840,1840,1840,,,83411,0.00281900953576,0,1,149,"Lodge, Edmund,",Portraits of illustrious personages of Great Britain,bio
uc2.ark+=13960=t7tm72m3c,1849,1849,1849,1849,,,105703,0.644376971996,1,1,149,"Little, George,",The American cruiser's own book (fictionalized sketches),fic
nyp.33433070292655,1858,1858,1858,1858,,,69534,0.244579888489,0,1,149,"Adams, Charles,","Words that shook the world; or, Martin Luther his own biographer",bio
loc.ark+=13960=t6sx6kk38,1845,1845,1845,1845,,,131905,0.894216355756,1,1,149,"Didimus, H[enry] [from old catalog]",New Orleans as I found it,fic
njp.32101068168887,1846,1846,1846,1846,,,30815,0.991082477957,1,1,149,"Fox, Mary Anna.",George Allen,fic
nyp.33433068233216,1844,1844,1844,1844,,,103285,0.095544081771,0,1,149,anonymous171,Lives of the English saints,bio
