volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
nyp.33433075753537,1860,1860,1860,1860,,,54767,0.610838267579,1,1,99,"Stretton, Julia Cecilia,",The valley of a hundred fires,fic
njp.32101068175114,1853,1853,1853,1853,,,81896,0.645009616829,1,1,99,"Butt, Martha Haines,",Antifanaticism: a tale of the South,fic
mdp.39015016780861,1850,1850,1850,1850,,,40589,0.430656677242,0,1,99,"Pennington, James W. C.",The fugitive blacksmith;,bio
wu.89098854961,1870,1870,1870,1870,,,23530,0.391777622169,0,1,99,anonymous35,Services at the ordination and installation of Rev. Phebe A. Hanaford,bio
nnc1.1002213257,1858,1858,1858,1858,,,86608,0.672304080742,1,1,99,"Ram, Stopford James,",Greatness in little things,fic
uc1.b3326049,1866,1866,1866,1866,,,245339,0.647530352235,1,1,99,"Smedley, Frank E.",Frank Fairlegh;,fic
wu.89097319586,1855,1855,1855,1855,,,215606,0.352246149587,0,1,99,"Braithwaite, J. Bevan",Memoirs of Joseph John Gurney;,bio
loc.ark+=13960=t5x63s788,1878,1878,1878,1878,,,99854,0.425806894772,0,1,99,"Wells, James Monroe,",The Chisolm massacre,bio
mdp.39015011690909,1872,1872,1872,1872,,,210640,0.384700003399,0,1,99,"Elgin, James Bruce,","Letters and journals of James, eighth earl of Elgin",bio
uc1.b4101416,1875,1875,1875,1875,,,68692,0.599251904532,1,1,99,"Pinkerton, Allan,",Claude Melnotte as a detective,fic
umn.31951002162048g,1872,1872,1872,1872,,,15299,0.451494575835,0,1,99,"Vaux, Thomas Vaux,","The poems of Thomas, lord Vaux: (died 1562) Edward, earl of Oxford: (died 1694) Robert, earl of Essex: (died 1601.) and Walter, earl of Essex: (died 1576.)",bio
mdp.39015002683467,1864,1864,1864,1864,,,11642,0.466461369877,0,1,99,anonymous22,Mai-jour (translated May-day) General George Barnum McClellan,bio
wu.89076998608,1853,1853,1853,1853,,,142897,0.486323038546,0,1,99,"Medberry, Rebecca B. Stetson,","Memoir of Mrs. Sarah Emily York, formerly Miss S.E. Waldo;",bio
mdp.39015013738011,1851,1851,1851,1851,,,240677,0.36294411114,0,1,99,"Robinson, John,","The works of John Robinson, pastor of the pilgrim fathers",bio
nyp.33433082379862,1860,1860,1860,1860,,,178360,0.308280120998,0,1,99,"Lossing, Benson John,",The life and times of Philip Schuyler,bio
uiuo.ark+=13960=t17m09d4g,1860,1860,1860,1860,,,37927,0.328517167795,0,1,99,"Scripps, J. L.",Life of Abraham Lincoln,bio
uc1.b4071025,1858,1858,1858,1858,,,289008,0.328578020332,0,1,99,"Campbell, John Campbell,",The lives of the chief justices of England,bio
yale.39002014367461,1861,1861,1861,1861,,,136109,0.340257442437,0,1,99,"Stanhope, Philip Henry Stanhope,",Life of the Right Honourable William Pitt,bio
mdp.39015005347581,1879,1879,1879,1879,,,94970,0.500566241965,0,1,97,"Dickens, Charles,",The letters of Charles Dickens,bio
mdp.39015063635240,1855,1855,1855,1855,,,102288,0.585703831169,1,1,99,"Gordon-Cumming, Roualeyn,",Five years of a hunter's life in the far interior of South Africa. With anecdotes of the chase and notices of the native tribes,fic
nyp.33433082397039,1859,1859,1859,1859,,,43087,0.374038075545,0,1,99,"Custis, George Washington Parke,",Recollections and private memoirs of Washington,bio
