volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
wu.89077009413,1909,1909,1909,1909,,,32601,0.72734840899,1,1,119,"Major, Gertrude Keene.",The revelation in the mountain,fic
mdp.39015022656618,1935,1935,1900,1935,,,31787,0.247112466617,0,1,119,"Hinchley, Edith M.","John William Hinchley, chemical engineer",bio
nyp.33433076044662,1918,1918,1918,1918,,,130222,0.644921674228,1,1,119,"Shields, Gertrude M.",Caste three,fic
loc.ark+=13960=t13n28971,1922,1922,1922,1922,,,22465,0.463030667298,0,1,119,"McSpadden, J. Walker",The story of Abraham Lincoln,bio
mdp.39015003676197,1942,1942,1879,1942,,,288416,0.740321281829,1,1,119,"Fletcher, Inglis,",Raleigh's Eden,fic
uc1.$b401314,1946,1946,1911,1946,,,40074,0.638932857454,1,1,119,"Shelley, Elsa.",Pick-up girl;,fic
uc2.ark+=13960=t6g16248w,1909,1909,1909,1909,,,109378,0.377168291669,0,1,119,"Paston, George,","Mr. Pope, his life and times",bio
mdp.39015031924478,1921,1921,1921,1921,,,158832,0.268809988479,0,1,119,"Atkinson, Christopher Thomas.",Marlborough and the rise of the British army,bio
mdp.39015059422637,1931,1931,1859,1931,,,91261,0.311824533133,0,1,119,"Van Dyke, Paul,","George Washington, the son of his country, 1732-1775",bio
mdp.39015063960127,1930,1930,1879,1930,,,100845,0.697202136418,1,1,119,"Vance, Louis Joseph,",Speaking of women,fic
uc2.ark+=13960=t0cv4k462,1903,1903,1903,1903,,,265027,0.661768289449,1,1,119,"Turgenev, Ivan Sergeevich,",Memoirs of a sportsman,fic
uc1.b3295221,1941,1941,1903,1941,,,91888,0.781581140618,1,1,119,"Street, James H. (James Howell),",In my father's house,fic
uc1.$b308020,1925,1925,1872,1925,,,111517,0.723832577901,1,1,119,"Wright, Harold Bell,",A son of his father,fic
mdp.39015061865930,1920,1920,1920,1920,,,80674,0.730451983908,1,1,119,"Coolidge, Dane,",Wunpost,fic
mdp.39015012307685,1912,1912,1912,1912,,,317173,0.330147591118,0,1,119,"Ward, Wilfrid,","The life of John Henry, cardinal Newman, based on his private journals and correspondence",bio
uva.x001269529,1907,1907,1907,1907,,,40951,0.74713845843,1,1,119,"Sterling, Sara Hawks.",A lady of King Arthur's court,fic
uc2.ark+=13960=t53f4n73j,1915,1915,1915,1915,,,111562,0.712115803934,1,1,119,"Fisher, Dorothy Canfield,",Hillsboro people,fic
uc2.ark+=13960=t4nk37k3r,1910,1910,1910,1910,,,64985,0.715389366683,1,1,119,"Glyn, Elinor,",His hour,fic
mdp.39015026783889,1939,1939,1885,1939,,,121185,0.330818443464,0,1,119,"Jovichić, Lenka A.,",The biography of a Serbian diplomat,bio
mdp.39015028185497,1911,1911,1911,1911,,,123725,0.172488826677,0,1,119,"Morison, Theodore,","The life of Sir Edward Fitzgerald Law, K.C.S.I., K.C.M.G",bio
uc1.b3325647,1928,1928,1864,1928,,,130193,0.706174721873,1,1,119,"Asquith, Margot,",Octavia,fic
mdp.39015025917967,1920,1920,1920,1920,,,127479,0.134442239995,0,1,119,"Gore, James Howard,",American Legionnaires of France;,bio
mdp.39015059389497,1927,1927,1892,1927,,,72103,0.2970673279,0,1,119,"King, Joseph Leonard,",Dr. George William Bagby;,bio
nyp.33433082380985,1900,1900,1900,1900,,,16276,0.238022202475,0,1,119,"Johnson, Wolcott Howe,","Samuel Johnson, a memorial: March 20, 1826-August 13, 1899",bio
mdp.39015030847415,1948,1948,1908,1948,,,121951,0.628277620522,1,1,119,"Balchin, Nigel,",The Borgia testament,fic
uc2.ark+=13960=t3319v38v,1916,1916,1916,1916,,,103546,0.306626032421,0,1,119,"Poole, Murray Edward,",A story historical of Cornell University,bio
mdp.39015080323846,1930,1930,1895,1930,,,18230,0.373612016087,0,1,119,"McDermott, F.","William Penn, Thomas Gray, and an account of the historical associations of Stoke Poges",bio
loc.ark+=13960=t0ms3v61z,1920,1920,1920,1920,,,5891,0.757902158469,1,1,119,"Andrews, Mary Raymond Shipman,",The counsel assigned,fic
mdp.39015071217064,1912,1912,1912,1912,,,288031,0.259694482448,0,1,119,"Rowland, O. W.","A history of Van Buren County, Michigan",bio
uc1.b3269803,1946,1946,1911,1946,,,45965,0.65235878646,1,1,119,"Bagnold, Enid.","Serena Blandish; or, The difficulty of getting married",fic
uc1.$b756960,1939,1939,1870,1939,,,126512,0.323193749881,0,1,119,"Tayler, Alistair Norwich,",John Graham of Claverhouse,bio
uc1.$b299102,1939,1939,1906,1939,,,100223,0.720756464512,1,1,119,"Presnell, F. G. (Frank G.),",Send another coffin;,fic
uc1.b3579129,1905,1905,1905,1905,,,52004,0.384796195593,0,1,119,"Shorter, Clement King,",Charlotte Brontë and her sisters,bio
uc1.$b784311,1946,1946,1911,1946,,,154724,0.542259731847,1,1,119,"Grazebrook, Owen Francis.",Nicanor of Athens;,fic
mdp.39015027759516,1916,1916,1916,1916,,,9892,0.272253705763,0,1,119,"Van Winkle, Edward,","Manhattan, 1624-1639",bio
mdp.39015030643590,1948,1948,1889,1948,,,117266,0.275591394869,0,1,119,"Adam, Colin Gurdon Forbes,",Life of Lord Lloyd,bio
mdp.39015055053725,1905,1905,1905,1905,,,87741,0.727387263465,1,1,119,"De Berard, Frederick Brigham",Classic tales by famous authors;,fic
mdp.39015010869140,1926,1926,1852,1926,,,52802,0.394780583867,0,1,119,"O'Brien, William,",The Parnell of real life,bio
nyp.33433076049513,1905,1905,1905,1905,,,97142,0.636051183011,1,1,119,"Reed, Helen Leah,",Amy in Acadia,fic
uc1.$b104337,1940,1940,1905,1940,,,114626,0.652637895809,1,1,119,"(Nina Nikolaevna) Fedorova, N. N.",The family,fic
mdp.39015059499973,1931,1931,1903,1931,,,70475,0.687934279466,0,1,119,"Waldron, Malcolm Thomas,",Snow man;,bio
mdp.39015039231074,1932,1932,1897,1932,,,156778,0.364802920409,0,1,119,"Armfield, Anne Constance (Smedley)",Grace Darling and her times,bio
mdp.39015025814230,1949,1949,1898,1949,,,108417,0.364977557234,0,1,119,"Blackburn, Barbara,","Noble lord, the life of the Seventh Earl of Shaftesbury",bio
nyp.33433081936472,1914,1914,1914,1914,,,112931,0.627497156553,1,1,119,"Brown, Hypkin.",Farmer Bibbins,fic
mdp.39015059430143,1946,1946,1881,1946,,,123139,0.625869864426,1,1,119,"McFee, William,",In the first watch,fic
mdp.39015071339090,1914,1914,1914,1914,,,23246,0.330586655798,0,1,119,"Pollen, T. J.",History of Frankenmuth,bio
mdp.39015063783081,1949,1949,1914,1949,,,148161,0.299348929633,0,1,119,"Estorick, Eric.",Stafford Cripps,bio
mdp.39015035872152,1940,1940,1892,1940,,,227106,0.280359512613,0,1,119,"Long, John Cuthbert,",Mr. Pitt and America's birthright;,bio
miun.ars5161.0001.001,1915,1915,1915,1915,,,93877,0.197222315645,0,1,119,anonymous1,Michigan,bio
uva.x000612349,1905,1905,1905,1905,,,117147,0.664668539762,1,1,119,"Jókai, Mór,",Works of Maurus Jókai,fic
mdp.39015031936175,1932,1932,1891,1932,,,162554,0.383372462967,0,1,119,"Dobrée, Bonamy,","William Penn, Quaker and pioneer",bio
mdp.39076002248974,1944,1944,1883,1944,,,66042,0.774486951405,1,1,119,"Barne, Kitty,",Three and a pigeon,fic
uc2.ark+=13960=t76t0pv1t,1919,1919,1919,1919,,,14975,0.345619842417,0,1,119,"Putnam, Natalie Alden.","Edward MacDowell, reminiscences and romance",bio
nyp.33433067316947,1900,1900,1900,1900,,,228806,0.565842935452,1,1,119,"Balzac, Honoré de,",The works of Honoré de Balzac,fic
njp.32101068979705,1906,1906,1906,1906,,,170150,0.229972671256,0,1,119,"Green, Richard,",The works of John and Charles Wesley,bio
mdp.39015002758004,1936,1936,1863,1936,,,272719,0.613924236132,1,1,119,"Santayana, George,",The last Puritan,fic
nyp.33433074968516,1900,1900,1900,1900,,,62209,0.754584351674,1,1,119,"Dudeney, Henry,",Men of Marlowe's,fic
nyp.33433074863071,1901,1901,1901,1901,,,127291,0.672781071626,1,1,119,"Hewlett, Maurice,",The life and death of Richard Yea-and-Nay,fic
mdp.35112103490399,1900,1900,1900,1900,,,10755,0.212249208272,0,1,119,"Graves, Benjamin Franklin,",Isaac P. Christiancy,bio
uc2.ark+=13960=t5h99113n,1913,1913,1913,1913,,,91496,0.764851619283,1,1,119,"Allen, Frances Newton Symmes.",The invaders,fic
uc1.$b312487,1944,1944,1900,1944,,,146752,0.708534211659,1,1,119,"Shedd, Margaret,",Inherit the earth,fic
mdp.39015065863600,1942,1942,1889,1942,,,187314,0.188075416603,0,1,119,"2d Marquis of, Reading, Gerald Rufus Isaacs,","Rufus Isaacs, first marquess of Reading, P. C., G. C. B., G. C. S. I., G. C. I. E., G. C. V. O",bio
uc2.ark+=13960=t56d5pw5d,1918,1918,1918,1918,,,97979,0.719847413162,1,1,119,"Seltzer, Charles Alden,","""Firebrand"" trevison",fic
