volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
mdp.39015011495200,1982,1982,1947,1982,,,294850,0.0141320995354,0,1,146,"Dunlop, Richard.","Donovan, America's master spy",bio
mdp.39015008590914,1983,1983,1948,1983,,,59653,0.287701673443,0,1,146,"Thatcher, Carol.",Diary of an election,bio
mdp.39015009441117,1983,1983,1948,1983,,,111336,0.0164686975409,0,1,146,"Steiner, Frederick R.",The making of an American film composer,bio
mdp.39015008400262,1981,1981,1930,1981,,,159273,0.0186234064584,0,1,146,"Puryear, Edgar F.,",Stars in flight,bio
mdp.39015002614413,1981,1981,1946,1981,,,79938,0.0020873670908,0,1,146,"Moore, Jack B.",W.E.B. Du Bois,bio
inu.39000004585654,1988,1988,1953,1988,,,185159,0.962423122892,1,1,146,"Cornwell, Bernard.",Redcoat,fic
mdp.39015040067921,1997,1997,1962,1997,,,191400,0.997583567835,1,1,146,"Wojdowski, Bogdan",Bread for the departed,fic
uc1.32106008222454,1987,1987,1952,1987,,,132615,0.990436550863,1,1,146,"Perry, Thomas.",Island,fic
mdp.39015047665321,1981,1981,1952,1981,,,56959,0.485770273507,0,1,146,"Chadha, Kumkum,",The crucifixion,bio
mdp.39076002948326,1981,1981,1946,1981,,,42909,0.995875374623,1,1,146,"Kherdian, David.",Beyond two rivers,fic
mdp.39015048481538,1981,1981,1946,1981,,,103218,0.0025210845232,0,1,146,"Hall, Noeline.",I have planted--,bio
mdp.39015042980790,1997,1997,1962,1997,,,76529,0.999020787805,1,1,146,"Nolan, Han.",Dancing on the edge,fic
mdp.39015043089849,1998,1998,1963,1998,,,105324,0.960300458213,1,1,146,"Duffy, Maureen.",Restitution,fic
mdp.39015001099657,1982,1982,1947,1982,,,106603,0.0130423380487,0,1,146,"O'Donoghue, Frances.",The Bishop of Botany Bay,bio
mdp.39015018893837,1990,1990,1929,1990,,,146962,0.799188004884,1,1,146,"Garrett, George,",Entered from the sun,fic
mdp.39015064813671,1982,1982,1947,1982,,,63337,0.754967043527,1,1,146,"Ḥabībī, Imīl.","The secret life of Saeed, the ill-fated pessoptimist",fic
mdp.39015001065393,1981,1981,1948,1981,,,223133,0.0194143360549,0,1,146,"Lindop, Grevel,",The opium-eater,bio
uc1.32106014541798,1989,1989,1954,1989,,,73757,0.989134429984,1,1,146,"Johnson, Fenton",Crossing the river,fic
mdp.39015002687633,1980,1980,1903,1980,,,108973,0.180477826506,0,1,146,"Rowse, A. L. (Alfred Leslie),",Memories of men and women,bio
uc1.b3440821,1983,1983,1931,1983,,,45217,0.787690901344,1,1,146,"Federspiel, Jürg,",The ballad of Typhoid Mary,fic
mdp.49015002972348,1993,1993,1958,1993,,,124470,0.984755906691,1,1,146,"Walker, Walter.",The appearance of impropriety,fic
mdp.39015048442340,1987,1987,1928,1987,,,46170,0.998498028181,1,1,146,"Jovanovski, Meto,",Cousins,fic
mdp.39015011571331,1982,1982,1937,1982,,,104293,0.00237454707678,0,1,146,"Nashat, Guity,","The origins of modern reform in Iran,1870-80",bio
mdp.39015014558350,1980,1980,1939,1980,,,165852,0.116714842488,0,1,146,"Böwering, Gerhard,",The mystical vision of existence in classical Islam,bio
