volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
uc1.b4071085,1856,1856,1856,1856,,,236508,0.391221869371,0,1,149,"Napier, Mark,",Memoirs of the Marquis of Montrose,bio
yale.39002030681044,1900,1900,1900,1900,,,120380,0.418586311347,0,1,149,anonymous222,Days of the dandies,bio
uc2.ark+=13960=t9x062z3r,1900,1900,1900,1900,,,121338,0.629009469505,1,1,149,"Crockett, S. R.",The Stickit minister's wooing,fic
mdp.39015063024320,1867,1867,1867,1867,,,100166,0.38928344964,0,1,149,"Lonsdale, Henry,",The worthies of Cumberland,bio
nnc1.1002213257,1858,1858,1858,1858,,,86608,0.653131036907,1,1,149,"Ram, Stopford James,",Greatness in little things,fic
loc.ark+=13960=t6xw4j238,1891,1891,1891,1891,,,74495,0.471861141668,0,1,149,"Maynard, Nettie Colburn,",Was Abraham Lincoln a spiritualist?,bio
loc.ark+=13960=t57d31h8m,1884,1884,1884,1884,,,61099,0.309422529979,0,1,149,"Foster, William E.",Stephen Hopkins,bio
wu.89054394960,1879,1879,1879,1879,,,31966,0.370639957841,0,1,149,"Sweetser, M. F.",Artist-biographies,bio
uc2.ark+=13960=t84j0j87b,1871,1871,1871,1871,,,90950,0.459204726365,0,1,149,"Fitzgerald, Percy Hetherington,",The Kembles;,bio
uiuo.ark+=13960=t2v41083w,1855,1855,1855,1855,,,54563,0.549572320256,1,1,149,"Armstrong, F. Claudius.",The warhawk,fic
nyp.33433074866009,1852,1852,1852,1852,,,51169,0.616062854571,1,1,149,"Howitt, Mary Botham,",Gabriel,fic
uc1.b611810,1889,1889,1889,1889,,,165761,0.495809279093,0,1,148,"Goethe, Johann Wolfgang von,",Early and miscellaneous letters of J. W. Goethe,bio
loc.ark+=13960=t2w382986,1893,1893,1893,1893,,,412996,0.289495208664,0,1,149,anonymous214,"Portrait and biographical record of Buchanan and Clinton counties, Missouri;",bio
nyp.33433082343108,1851,1851,1851,1851,,,223245,0.35685763534,0,1,149,"Henry, Paul Emil,",The life and times of John Calvin,bio
loc.ark+=13960=t6542v98c,1862,1862,1862,1862,,,7528,0.440185082483,0,1,149,"Butler, William Allen,",Martin Van Buren,bio
uiuo.ark+=13960=t2c82xq1b,1866,1866,1866,1866,,,42093,0.63226251125,1,1,149,Clyffards.,The Clyffards of Clyffe,fic
uiuo.ark+=13960=t9w08zp3c,1876,1876,1876,1876,,,691172,0.29014080282,0,1,149,"Power, John Carroll,","History of the early settlers of Sangamon County, Illinois",bio
loc.ark+=13960=t57d36z2m,1890,1890,1890,1890,,,515164,0.266195245439,0,1,149,"Rand, John C.",One of a thousand,bio
nyp.33433082142161,1892,1892,1892,1892,,,139394,0.361818317556,0,1,149,anonymous211,Eminent persons,bio
wu.89097025746,1859,1859,1859,1859,,,256202,0.394330607279,0,1,149,anonymous184,Biography and history,bio
njp.32101065203703,1859,1859,1859,1859,,,105657,0.596710041805,1,1,149,"Piddington, Rose.",The last of the Cavaliers,fic
nyp.33433082409503,1869,1869,1869,1869,,,237819,0.400404520797,0,1,149,"Gibbon, Edward,","The autobiography and correspondence of Edward Gibbon, the historian",bio
nyp.33433082348008,1858,1858,1858,1858,,,195840,0.361705032103,0,1,149,"Metcalfe, Charles Theophilus Metcalfe,","The life and correspondence of Charles, Lord Metcalfe",bio
nyp.33433074937479,1870,1870,1870,1870,,,167865,0.593208641784,1,1,149,"Disraeli, Benjamin,",Henrietta Temple,fic
nyp.33433067316947,1900,1900,1900,1900,,,228806,0.569086971387,1,1,149,"Balzac, Honoré de,",The works of Honoré de Balzac,fic
uc2.ark+=13960=t1pg1jx44,1889,1889,1889,1889,,,84863,0.668544007531,1,1,149,"Curtin, Jeremiah,",Myths and folk-lore of Ireland,fic
uc1.b4101633,1866,1866,1866,1866,,,67965,0.61729933042,1,1,148,"Eliot, George,",Felix Holt,fic
loc.ark+=13960=t7vm4km47,1887,1887,1887,1887,,,362425,0.3020786956,0,1,149,anonymous209,"Portrait and biographical album of Mahaska County, Iowa",bio
nyp.33433082525829,1853,1853,1853,1853,,,22103,0.639404461497,1,1,149,anonymous179,The Favorite story book,fic
nnc1.cr60027193,1884,1884,1884,1884,,,8374,0.530400296955,1,1,149,"Clark, Francis E.",...Our business boys,fic
mdp.39015004950401,1851,1851,1851,1851,,,54998,0.583704228484,1,1,149,"Hawthorne, Nathaniel,",Twice-told tales,fic
njp.32101073439943,1851,1851,1851,1851,,,165710,0.540000972945,1,1,148,"Goethe, Johann Wolfgang von,",Wilhelm Meister's apprenticeship and travels,fic
loc.ark+=13960=t10p16p37,1850,1850,1850,1850,,,88262,0.325364005605,0,1,149,anonymous178,The Bi-centennial book of Malden,bio
uiuo.ark+=13960=t5cc1d50z,1885,1885,1885,1885,,,66415,0.658635194916,1,1,149,"Greville, Violet,",Creatures of clay,fic
uc1.b4006384,1851,1851,1851,1851,,,367772,0.415765988791,0,1,148,"Strickland, Agnes,",Lives of the queens of England,bio
uc1.b4105007,1897,1897,1897,1897,,,74083,0.617550360904,1,1,149,"Hardy, Thomas,",The well-beloved;,fic
uc2.ark+=13960=t4rj4g518,1867,1867,1867,1867,,,108488,0.61479414136,1,1,149,"Jerrold, Douglas William,",The story of a feather,fic
uc1.b3327263,1868,1868,1868,1868,,,112199,0.61186468778,1,1,149,"Yonge, Charlotte M.",The chaplet of pearls;,fic
