volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
uc2.ark+=13960=t3bz61m23,1895,1895,1895,1895,,,3070,0.689535791793,1,1,119,"Allen, Willis Boyd,",Christmas on wheels,fic
wu.89097319586,1855,1855,1855,1855,,,215606,0.292241963513,0,1,119,"Braithwaite, J. Bevan",Memoirs of Joseph John Gurney;,bio
loc.ark+=13960=t8tb17j86,1865,1865,1865,1865,,,6773,0.376837981339,0,1,119,"Bain, John Wallace,",National lessons from the life and death of President Lincoln,bio
njp.32101066457035,1852,1852,1852,1852,,,52411,0.601323111509,1,1,119,"Cobbold, Richard.",Courtland,fic
uiuo.ark+=13960=t6542qz1v,1896,1896,1896,1896,,,47143,0.514925645541,0,1,119,"Brooks, Elbridge S.","The true story of Abraham Lincoln, the American",bio
nnc1.cr59965312,1874,1874,1874,1874,,,17532,0.327869742865,0,1,119,"Spaulding, John,",From the plow to the pulpit,bio
nyp.33433074864905,1892,1892,1892,1892,,,141404,0.756138509301,1,1,119,"Glyn, Anna L.",Fifty pounds for a wife,fic
uc1.b3286063,1880,1880,1880,1880,,,194822,0.366113962594,0,1,119,anonymous6,The Cabinet of Irish literature,bio
nyp.33433069321556,1852,1852,1852,1852,,,132613,0.374619375781,0,1,119,"Le Normand, Marie Anne Adélaïde,",Historical and secret memoirs of the Empress Josephine,bio
uc2.ark+=13960=t4mk66j08,1886,1886,1886,1886,,,31700,0.48255307018,0,1,119,"Brewin, Robert.",The martyrs of Golbanti,bio
nc01.ark+=13960=t7pn9kj22,1863,1863,1863,1863,,,47387,0.605868534002,1,1,119,"Hazelton, Harry.","The border spy, or, The beautiful captive of the rebel camp",fic
uc2.ark+=13960=t47p8w13n,1856,1856,1856,1856,,,52140,0.645756701718,1,1,119,"Urbino, L. B.",The home angel,fic
loc.ark+=13960=t8jd5hj87,1876,1876,1876,1876,,,248443,0.388816312297,0,1,119,"Cooke, John Esten,",Stonewall Jackson: a military biography,bio
uiuo.ark+=13960=t3pv6sw3b,1886,1886,1886,1886,,,65461,0.685864799766,1,1,119,"Chetwynd, Henry Wayland,",Mrs. Dorriman,fic
uc2.ark+=13960=t20c4wx8c,1894,1894,1894,1894,,,45575,0.689651528588,1,1,119,"Harraden, Beatrice,",Ships that pass in the night,fic
nyp.33433084128390,1852,1852,1852,1852,,,231365,0.6114400548,1,1,119,"Grant, James,",The Scottish cavalier,fic
nyp.33433082337209,1868,1868,1868,1868,,,63350,0.359772750059,0,1,119,"Bisbee, Herman.",Memoir of Rev. Seth Barnes,bio
uc2.ark+=13960=t3708422b,1875,1875,1875,1875,,,61034,0.635197738049,1,1,119,"Yonge, Charlotte M.",My young Alcides,fic
mdp.39015063540234,1887,1887,1887,1887,,,36078,0.691078501811,1,1,119,"Baker, George Augustus,",Mrs. Hephaestus,fic
yale.39002060927275,1859,1859,1859,1859,,,250120,0.307897222588,0,1,119,"Griswold, Rufus W.","The republican court, or, American society in the days of Washington",bio
mdp.39015074813422,1883,1883,1883,1883,,,148919,0.285297784362,0,1,119,"Omond, George William Thomson,",The lord advocates of Scotland from the close of the fifteenth century to the passing of the reform bill,bio
uc2.ark+=13960=t79s1rz0g,1895,1895,1895,1895,,,88762,0.763877215305,1,1,119,"Hope, Anthony,",The god in the car,fic
uiuo.ark+=13960=t4sj24h91,1861,1861,1861,1861,,,98530,0.624457445855,1,1,119,"Radecliffe, Noell.",Wheel within wheel,fic
mdp.39015073486428,1887,1887,1887,1887,,,119012,0.671345794041,1,1,119,"Henty, G. A.",A final reckoning,fic
uc2.ark+=13960=t2v40x33f,1880,1880,1880,1880,,,133115,0.633851259777,1,1,119,"Moran, Michael, ca. 1794-1846.",The Zozimus papers,fic
dul1.ark+=13960=t50g4f66g,1863,1863,1863,1863,,,215067,0.553299967802,1,1,117,"Lytton, Edward Bulwer Lytton,",A strange story,fic
uc1.b3327324,1855,1855,1855,1855,,,132054,0.625803615445,1,1,119,"Moodie, Susanna,",Geoffrey Moncton,fic
nnc2.ark+=13960=t05x2cs3q,1863,1863,1863,1863,,,498862,0.262845706241,0,1,118,"Cunningham, George Godfrey.",The English nation;,bio
uc1.b2969506,1861,1861,1861,1861,,,112925,0.278107020315,0,1,119,"Hook, Walter Farquhar,",Lives of the archbishops of Canterbury,bio
uva.x002404077,1870,1870,1870,1870,,,169118,0.495746278158,0,1,119,"Mitford, Mary Russell,",The life of Mary Russell Mitford,bio
uc1.b3335121,1895,1895,1895,1895,,,122120,0.282010656157,0,1,119,"Brown, Peter Hume,",John Knox,bio
uiuo.ark+=13960=t81k00j7q,1876,1876,1876,1876,,,69948,0.604082790965,1,1,119,"Payn, James,",Fallen fortunes,fic
loc.ark+=13960=t9z03dr98,1888,1888,1888,1888,,,83111,0.528829232081,1,1,119,"Smedes, Susan Dabney,",Memorials of a southern planter,fic
nyp.33433082507611,1899,1899,1899,1899,,,182103,0.551349551257,0,1,119,"Jones, Charles Jesse,",Buffalo Jones' forty years of adventure,bio
nyp.33433082348008,1858,1858,1858,1858,,,195840,0.240222810119,0,1,119,"Metcalfe, Charles Theophilus Metcalfe,","The life and correspondence of Charles, Lord Metcalfe",bio
yale.39002007705933,1853,1853,1853,1853,,,269647,0.346144764482,0,1,119,"Croswell, Harry,","A memoir of the late Rev. William Croswell, D.D",bio
uc2.ark+=13960=t4rj4g518,1867,1867,1867,1867,,,108488,0.675145143894,1,1,119,"Jerrold, Douglas William,",The story of a feather,fic
uc2.ark+=13960=t37080t31,1885,1885,1885,1885,,,11569,0.259683570031,0,1,119,"Wright, Augustine W.","In memoriam, John S. Wright",bio
uc2.ark+=13960=t54f1n16g,1870,1870,1870,1870,,,105192,0.62627156661,1,1,119,"Brewster, Anne Maria Hampton,","Compensation; or, Always a future",fic
loc.ark+=13960=t57d37g75,1853,1853,1853,1853,,,10037,0.295468898168,0,1,119,"Hopkins, Mark,",A discourse commemorative of Amos Lawrence,bio
uiuo.ark+=13960=t88g97d1g,1873,1873,1873,1873,,,54234,0.62092330305,1,1,119,"Reid, Mayne,",The death shot,fic
nyp.33433081921508,1882,1882,1882,1882,,,445544,0.260033845185,0,1,119,anonymous7,"The History of Daviess County, Missouri",bio
nyp.33433081786380,1896,1896,1896,1896,,,64586,0.321143978681,0,1,119,anonymous8,A Pastor's 25th and a church's 150th anniversary,bio
uc2.ark+=13960=t6736tw2g,1893,1893,1893,1893,,,178004,0.703610488603,1,1,119,"Black, William,","Judith Shakespeare, A romance",fic
nyp.33433074866009,1852,1852,1852,1852,,,51169,0.658406643394,1,1,119,"Howitt, Mary Botham,",Gabriel,fic
uc1.b61032,1876,1876,1876,1876,,,368799,0.361425301284,0,1,119,"Sherman, William T.",Memoirs of General William T. Sherman,bio
inu.32000010022269,1855,1855,1855,1855,,,299549,0.242977587432,0,1,118,"Cunningham, George Godfrey.",A history of England in the lives of Englishmen,bio
uc1.b4104315,1878,1878,1878,1878,,,241582,0.581919852468,1,1,119,anonymous3,Ponce de Leon,fic
uc2.ark+=13960=t21c1vq9x,1853,1853,1853,1853,,,27192,0.395631361752,0,1,119,"Whiting, Sydney.",Memoirs of a stomach,bio
yale.39002089542022,1896,1896,1896,1896,,,312603,0.325010310094,0,1,119,"Seton, George,",A history of the family of Seton during eight centuries,bio
