volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
dul1.ark+=13960=t74t7bs0b,1735,1735,1735,1735,,,127228,0.578393103405,1,1,99,"Chetwood, W. R.","The voyages and adventures of Captain Robert Boyle, in several parts of the world",fic
uc1.31822035062983,1735,1735,1735,1735,,,211449,0.34514660137,0,1,99,"Collins, Arthur,",The peerage of England,bio
hvd.hxe6c4,1748,1748,1748,1748,,,61556,0.364032867299,0,1,99,"Towgood, Micaiah,",An essay towards attaining a true idea of the character and reign of King Charles the First and the causes of the civil war,bio
nyp.33433070295864,1759,1759,1759,1759,,,106491,0.320354979251,0,1,99,"Walch, Christian Wilhelm Franz,",A compendious history of the popes,bio
hvd.hxj3tf,1736,1736,1736,1736,,,21071,0.528822784226,0,1,99,"Gyles, John,","Memoirs of odd adventures, strange deliverances, &c. in the captivity of John Gyles, Esq; commander of the garrison on St. George's River",bio
nyp.33433082341896,1751,1751,1751,1751,,,125184,0.408817544852,0,1,97,"Ludlow, Edmund,","Memoirs of Edmund Ludlow, esq",bio
hvd.hw20o6,1741,1741,1741,1741,,,176109,0.404526628748,0,1,99,"Middleton, Conyers,",The history of the life of Marcus Tullius Cicero,bio
GilpWLHbio,1755,1755,1724,1755,,,39512,0.430821369996,0,1,99,"Gilpin, William,",THE LIFE OF HUGH LATIMER Bishop of Worcester.,bio
nyp.33433082341904,1751,1751,1751,1751,,,128092,0.414561243762,0,1,97,"Ludlow, Edmund,","Memoirs of Edmund Ludlow, esq",bio
uc2.ark+=13960=t7br8qz2n,1736,1736,1736,1736,,,134012,0.410287627075,0,1,99,"Bacon, Francis,",Original letters and memoirs,bio
mdp.39015078562520,1751,1751,1751,1751,,,43987,0.567423502838,1,1,93,"Swift, Jonathan,",The works of Dr. Jonathan Swift,fic
yale.39002085617992,1732,1732,1732,1732,,,45356,0.440954707794,0,1,99,"Crokatt, Gilbert,",The Scotch Presbyterian eloquence;,bio
njp.32101068318797,1740,1740,1740,1740,,,32291,0.257754107066,0,1,99,"Ashley, John,",Memoirs and considerations concerning the trade and revenues of the British colonies in America,bio
RichSCO5fic,1748,1748,1689,1748,,,124206,0.642323620681,1,1,94,"Richardson, Samuel,",CLARISSA. OR THE HISTORY OF A YOUNG LADY: Comprehending The most Important Concerns of Private LIFE; And particularly shewing The DISTRESSES that may attend the Misconduct Both of PARENTS and CHILDREN In Relation to MARRIAGE.,fic
mdp.39015036670894,1732,1732,1732,1732,,,9344,0.54460148413,1,1,99,anonymous4,The fair concubine,fic
LangGLSbio,1745,1745,1720,1745,,,37222,0.544360667595,0,1,99,"Langley, Gilbert,",THE LIFE And SURPRIZING ADVENTURES OF GILBERT LANGLEY Formerly of Serle-Street near Lincoln's-Inn Goldsmith and Jeweller and afterwards a notorious Sharper and Gamester; having ran away to Holland with upwards of Twenty Thousand Pounds of his Creditors Money.,bio
nyp.33433075865596,1756,1756,1756,1756,,,61981,0.526767305805,1,1,99,"Blas, Alfonso, de Liria,","The adventures of Don Blas of Santilane, the son of Gil Blas",fic
mdp.39015022663606,1745,1745,1745,1745,,,166401,0.366919772748,0,1,99,"Campbell, Robert,","The life of the most illustrious prince, John, duke of Argyle and Greenwich",bio
nyp.33433074916556,1753,1753,1753,1753,,,44359,0.574884306038,1,1,99,"Bingfield, William,","The travels and adventures of William Bingfield, esq;",fic
GrifRSG2fic,1757,1757,1732,1757,,,73784,0.601306167817,1,1,99,"Griffith, Richard, d. 1788,",A SERIES of Genuine LETTERS BETWEEN HENRY AND FRANCES.,fic
HumeDTAbio,1748,1748,1711,1748,,,8494,0.439682187418,0,1,99,"Hume, David,",A TRUE ACCOUNT OF THE BEHAVIOUR AND CONDUCT OF ARCHIBALD STEWART Esq LATE Lord PROVOST of Edinburgh.,bio
nyp.33433081606117,1757,1757,1757,1757,,,95664,0.43374890529,0,1,98,"Blackwell, Thomas,",An enquiry into the life and writings of Homer,bio
nnc1.0022918116,1739,1739,1739,1739,,,7177,0.398401406316,0,1,99,anonymous11,"The History of the life and death of Sultan Solyman the Magnificent, Emperor of the Turks and of his son Mustapha",bio
uva.x002650137,1739,1739,1739,1739,,,110851,0.480763651636,0,1,99,"Pöllnitz, Karl Ludwig,","The memoirs of Charles-Lewis, Baron de Pollnitz",bio
