volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
mdp.39015031029336,1772,1772,1772,1772,,,94391,0.335712858118,0,1,99,anonymous31,"The lives of those eminent antiquaries John Leland, Thomas Hearne, and Anthony à Wood;",bio
OldyWLDbio,1777,1777,1696,1777,,,49194,0.362225517678,0,1,99,"Oldys, William,",THE LIFE OF Dr. GEORGE ABBOT LORD ARCHBISHOP of Canterbury Reprinted with some Additions and Corrections from the Biographia Britannica; WITH HIS CHARACTER BY The Rt. Hon. ARTHUR ONSLOW Late SPEAKER of the HOUSE OF COMMONS; A DESCRIPTION OF THE HOSPITAL WHICH HE ERECTED AND ENDOWED In his Native Town of Guildford in Surrey; CORRECT COPIES OF The CHARTER and STATUTES OF THE SAME His WILL &c.,bio
nnc1.cu09367217,1785,1785,1785,1785,,,170715,0.336832545499,0,1,98,"Campbell, John,",Biographia nautica,bio
mdp.39015078562033,1786,1786,1786,1786,,,66298,0.594394566209,1,1,99,"Longueville, Peter,",The hermit,fic
mdp.39015063980125,1789,1789,1789,1789,,,42129,0.626040290217,1,1,98,"Hayley, William,",The young widow;,fic
uc2.ark+=13960=t80k2811v,1789,1789,1789,1789,,,122695,0.523523572429,0,1,98,Frederick,"Posthumous works of Frederic II, king of Prussia",bio
mdp.39015063975075,1777,1777,1777,1777,,,83966,0.460946737461,0,1,99,"Johnson, Samuel,","The Life of Mr. Richard Savage, son of the Earl Rivers",bio
nyp.33433082542915,1784,1784,1784,1784,,,247458,0.329252730061,0,1,99,anonymous56,A new and general biographical dictionary;,bio
EquiOINbio,1789,1789,1764,1789,,,43152,0.545508295619,0,1,99,"Equiano, Olaudah, b. 1745,",THE INTERESTING NARRATIVE OF THE LIFE OF OLAUDAH EQUIANO OR GUSTAVUS VASSA THE AFRICAN.,bio
nyp.33433082382080,1783,1783,1783,1783,,,170114,0.571153184815,0,1,98,"Rousseau, Jean-Jacques,",The confessions of J.J. Rousseau ;,bio
nnc1.1002347725,1766,1766,1766,1766,,,75797,0.628447235749,1,1,99,anonymous23,The history of Sir Charles Beaufort,fic
nyp.33433082306030,1786,1786,1786,1786,,,178003,0.337703727645,0,1,99,"Caraccioli, Charles,","The life of Robert Lord Clive, Baron Plassey",bio
uva.x002551778,1774,1774,1774,1774,,,121549,0.485714216652,0,1,99,"Chesterfield, Philip Dormer Stanhope,","Letters written by the late Right Honourable Philip Dormer Stanhope, earl of Chesterfield, to his son, Philip Stanhope esq",bio
mdp.39015070462208,1789,1789,1789,1789,,,25787,0.357032285884,0,1,99,"Neve, Philip.","Cursory remarks on some of the ancient English poets, particularly Milton",bio
njp.32101037042775,1787,1787,1787,1787,,,15460,0.540687055769,1,1,99,anonymous62,The school of virtue;,fic
mdp.39015078562280,1783,1783,1783,1783,,,172179,0.557413692804,1,1,99,"Paltock, Robert,","The life and adventures of Peter Wilkins, a Cornish man",fic
nyp.33433007627353,1768,1768,1768,1768,,,141701,0.39460642493,0,1,99,"Dossie, Robert,","Memoirs of agriculture, and other oeconomical arts",bio
hvd.hn4q7d,1771,1771,1771,1771,,,138376,0.578688411228,1,1,99,"Cervantes Saavedra, Miguel de,",The history of the renowned Don Quixote de la Mancha,fic
hvd.hxj3ay,1789,1789,1789,1789,,,114770,0.486551841707,0,1,98,Frederick,"Posthumous works of Frederic II, king of Prussia",bio
GrifMSL2fic,1776,1776,1720,1776,,,34013,0.672549251455,1,1,98,"Griffith, Mrs. (Elizabeth),",THE STORY OF LADY JULIANA HARLEY.,fic
njp.32101067499150,1769,1769,1769,1769,,,43392,0.398165769038,0,1,99,"Lewis, Edward,","The patriot king displayed, in the life and reign of Henry VIII. King of England",bio
mdp.39015063799814,1768,1768,1768,1768,,,219251,0.331788352221,0,1,98,"Lyttelton, George Lyttelton,","The history [of the] life of King Henry the Second, and of the age in which he lived",bio
nyp.33433082542790,1761,1761,1761,1761,,,299315,0.330464456185,0,1,99,anonymous8,A New and general biographical dictionary,bio
nyp.33433074793682,1787,1787,1787,1787,,,109686,0.339333421624,0,1,99,"Jebb, John,","The works, theological, medical, political, and miscellaneous, of John Jebb",bio
ucm.5320262557,1767,1767,1767,1767,,,71956,0.605305060984,1,1,99,"Kelly, Hugh,",Memoirs of a Magdalen or The history of Louisa Mildway,fic
mdp.39015063949005,1766,1766,1766,1766,,,96112,0.586772665644,1,1,99,"Morell, Charles,",The tales of the genii;,fic
nyp.33433082537436,1762,1762,1762,1762,,,104127,0.378489666415,0,1,99,anonymous13,"The British Plutarch, or Biographical entertainer",bio
nyp.33433074955349,1777,1777,1777,1777,,,31187,0.606238051491,1,1,99,Henrietta.,Letters from Henrietta to Morvina,fic
mdp.39015063560596,1785,1785,1785,1785,,,86870,0.604943586147,1,1,98,"Mathews, Charles,",Constance,fic
nyp.33433067285431,1766,1766,1766,1766,,,256126,0.330815569474,0,1,99,"Towers, Joseph.","British biography; or, An accurate and impartial account of the lives and writings of eminent persons in Great Britain and Ireland",bio
mdp.39015073729371,1775,1775,1775,1775,,,88513,0.360401293714,0,1,99,"Joly, Guy,","Memoirs of Guy Joli, private secretary to Cardinal de Retz;",bio
mdp.39015039823516,1769,1769,1769,1769,,,157726,0.344991873064,0,1,98,"Lyttelton, George Lyttelton,","The history of the life of King Henry the Second, and of the age in which he lived",bio
njp.32101037021043,1766,1766,1766,1766,,,20452,0.567472861367,1,1,99,"Pennington, Sarah,",Letters on different subjects,fic
njp.32101073818450,1776,1776,1776,1776,,,116232,0.339168749827,0,1,99,anonymous39,The British Plutarch,bio
nnc1.cu09419136,1769,1769,1769,1769,,,57236,0.674262237904,1,1,99,anonymous27,"The Bonze; or, Chinese anchorite, an Oriental epic novel",fic
uc2.ark+=13960=t89g5j004,1786,1786,1786,1786,,,47808,0.481302346286,0,1,99,"Henderson, John,",Letters and poems,bio
uc2.ark+=13960=t0zp3x123,1777,1777,1777,1777,,,87849,0.60745413235,1,1,99,"Griffith,",A collection of novels,fic
nyp.33433082328646,1766,1766,1766,1766,,,91654,0.362800743683,0,1,99,"Lally, Thomas-Arthur,",Memoirs of Count Lally,bio
loc.ark+=13960=t9s18kd3n,1761,1761,1761,1761,,,36104,0.579187092417,0,1,98,"Voltaire,",The works of M. de Voltaire,bio
nnc1.cu09367233,1785,1785,1785,1785,,,249369,0.33958889777,0,1,98,"Campbell, John,",Biographia nautica,bio
nnc1.0022160590,1768,1768,1768,1768,,,80991,0.652931131066,1,1,99,"Higgs, Henry.","High life: a novel. Or, The history of Miss Faulkland",fic
njp.32101067676385,1766,1766,1766,1766,,,106085,0.423445398617,0,1,99,"Orton, Job,","Memoirs of the life, character and writings of the late Reverend Philip Doddridge, D.D. of Northampton",bio
uc2.ark+=13960=t77s7vw6c,1789,1789,1789,1789,,,93063,0.556423282539,1,1,99,"Moore, John,",Zeluco,fic
mdp.39015023479267,1775,1775,1775,1775,,,151741,0.342347111156,0,1,99,"Hearne, Thomas,",A collection of curious discourses written by eminent antiquaries upon several heads in our English antiquities,bio
PratMTFfic,1777,1777,1749,1777,,,22578,0.596071052179,1,1,99,"Pratt, Mr. (Samuel Jackson),",TRAVELS FOR THE HEART. WRITTEN IN FRANCE BY COURTNEY MELMOTH. IN TWO VOLUMES. VOL. I.,fic
nyp.33433082367511,1760,1760,1760,1760,,,242912,0.401084571465,0,1,99,"Clarendon, Edward Hyde,","The life of Edward Earl of Clarendon, lord high chancellor of England, and chancellor of the University of Oxford",bio
HawkJLSbio,1787,1787,1719,1787,,,177986,0.391256776336,0,1,99,"Hawkins, John, Sir,",THE LIFE OF SAMUEL JOHNSON LL.D.,bio
