volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
mdp.39015011807453,1987,1987,1942,1987,,,179913,0.62635021964,1,1,99,"Crowley, John,",Aegypt,fic
mdp.39015019395048,1987,1987,1952,1987,,,62623,0.693137173499,1,1,99,"Gourlay, Elizabeth.",The celluloid barrette,fic
mdp.39015001159105,1982,1982,1923,1982,,,130271,0.43542767973,0,1,99,"Mosley, Nicholas,",Rules of the game,bio
uc1.b4251402,1974,1974,1939,1974,,,87653,0.322982791703,0,1,99,"Wilcox, John T.",Truth and value in Nietzsche;,bio
mdp.39015027954190,1977,1977,1939,1977,,,268104,0.239472516611,0,1,99,"Oliver, Peter,",G. Howard Ferguson,bio
mdp.39015010346032,1979,1979,1925,1979,,,110184,0.44405534341,0,1,99,"Allen, Vivien,",Lady trader,bio
mdp.39015064218210,1973,1973,1930,1973,,,34994,0.336874808068,0,1,99,"Walker, Alan,",Liszt,bio
uc1.b4401325,1992,1992,1957,1992,,,110931,0.458090487551,0,1,99,"Brizendine, Curtis Hansman.",Cloudy mountains,bio
uc1.32106011481857,1989,1989,1954,1989,,,7846,0.631562557213,1,1,99,Los Bros Hernandez,Duck feet,fic
uc1.b4236956,1983,1983,1948,1983,,,126038,0.505810972002,0,1,99,"Lindsey, Robert.",The flight of the Falcon,bio
mdp.39015008517917,1975,1975,1940,1975,,,164670,0.604758860722,0,1,99,"Bryant, Traphes.",Dog days at the White House,bio
mdp.39015009383848,1978,1978,1943,1978,,,103557,0.159341287662,0,1,99,"Seed, Geoffrey.",James Wilson,bio
mdp.39015047665321,1981,1981,1952,1981,,,56959,0.434429175291,0,1,99,"Chadha, Kumkum,",The crucifixion,bio
mdp.49015002292341,1987,1987,1950,1987,,,33971,0.651538177709,1,1,99,"Nelson, Richard,",Accidental death of an anarchist,fic
inu.39000001565519,1982,1982,1925,1982,,,88613,0.589416604673,1,1,99,"Durrell, Gerald,",The mockery bird,fic
mdp.39015058346449,1984,1984,1949,1984,,,156874,0.533724724014,0,1,99,"Krauss, Bob.",Grove Farm Plantation,bio
mdp.39015005234508,1974,1974,1938,1974,,,168713,0.374401566491,0,1,99,"Forster, Margaret,",The rash adventurer;,bio
mdp.39015008168547,1983,1983,1924,1983,,,276321,0.296277976679,0,1,99,"Rose, Kenneth,",King George V,bio
mdp.39015008874722,1982,1982,1947,1982,,,54947,0.567731399338,0,1,99,"Eber, Dorothy.",Genius at work,bio
mdp.39015004770205,1974,1974,1939,1974,,,55110,0.209444630273,0,1,99,"Hansberry, William Leo.",Pillars in Ethiopian history,bio
mdp.39015005188019,1972,1972,1930,1972,,,130051,0.299992178536,0,1,99,"McNeal, Robert Hatch,",Bride of the revolution;,bio
mdp.39015002614413,1981,1981,1946,1981,,,79938,0.293048256865,0,1,99,"Moore, Jack B.",W.E.B. Du Bois,bio
mdp.39015039331809,1970,1970,1917,1970,,,110591,0.394854509915,0,1,99,"Burgess, Anthony,",Shakespeare,bio
uc1.b4531759,1984,1984,1937,1984,,,50771,0.478170122654,0,1,99,"Sheehan, Susan,",Kate Quinton's days,bio
mdp.39015010911124,1982,1982,1947,1982,,,126428,0.346906821626,0,1,99,"Strozier, Charles B.",Lincoln's quest for union,bio
mdp.39015014552627,1983,1983,1948,1983,,,117423,0.304545244478,0,1,99,"Browne, Alfred.",Tony Benn,bio
mdp.39015046453224,1991,1991,1956,1991,,,125064,0.622360166427,1,1,99,"Cornwell, Patricia Daniels.",Body of evidence,fic
mdp.49015001236059,1974,1974,1885,1974,,,74668,0.600141589085,1,1,99,"Dinesen, Isak,",Anecdotes of destiny,fic
uc1.b4505437,1982,1982,1939,1982,,,122411,0.255421474403,0,1,99,"Miller, Darlis A.,",The California Column in New Mexico,bio
mdp.39015002742321,1977,1977,1927,1977,,,155863,0.661953758529,1,1,99,"Rock, Phillip,",Flickers,fic
mdp.39076002469562,1992,1992,1957,1992,,,2776,0.642068344917,1,1,99,"Peet, Bill.",Ella,fic
mdp.39015032550538,1993,1993,1954,1993,,,63002,0.693447324637,1,1,99,"Hariharan, Githa,",The art of dying and other stories,fic
mdp.39015008277322,1983,1983,1948,1983,,,96772,0.349312636764,0,1,99,"Gautier, Gilberte.","Cartier, the legend",bio
mdp.39015007877502,1983,1983,1948,1983,,,99763,0.338001518911,0,1,99,"Rayner, Clare G.","A little-known seventeenth-century composer, Christopher Gibbons (1615-1676)",bio
mdp.49015000026113,1982,1982,1947,1982,,,33058,0.744126384209,1,1,99,"Blue Cloud, Peter.",Elderberry flute song,fic
mdp.39015051420480,1975,1975,1940,1975,,,92926,0.297612460217,0,1,99,"Gray, Edwyn.",The Devil's device,bio
mdp.39015053400308,1979,1979,1944,1979,,,149324,0.664531373587,1,1,99,"Kaylin, Walter.",The power forward,fic
mdp.39015005348662,1973,1973,1938,1973,,,153110,0.375060442405,0,1,99,"Sanders, Marion K,",Dorothy Thompson,bio
mdp.39015007947453,1983,1983,1948,1983,,,84600,0.359508358236,0,1,99,"Turing, Penelope.",Hans Hotter,bio
mdp.49015002517838,1999,1999,1966,1999,,,220770,0.672466359862,1,1,99,"Hartman, Keith,","The gumshoe, the witch, and the virtual corpse",fic
uc1.32106019239273,1972,1972,1930,1972,,,75498,0.699652745409,1,1,99,"Bryant, Dorothy,",Ella Price's journal;,fic
