volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
10202,1950,1950,1909,1950,m,us,13.19390350885388,0.355913217727,0,1,"Castor, Henry,",The year of the Spaniard,teamred | chirandom
10265,1926,1926,1888,1926,m,us,13.433137275153209,0.661476240345,1,1,"Van Dine, S. S",The Benson murder case,teamred | det100 | cozy
10312,1929,1929,1885,1929,m,us,15.533388096208158,0.365914904518,0,1,"Lewis, Sinclair,",Dodsworth,chirandom | teamblack
10359,1931,1931,0,1931,m,us,12.195839675462446,0.652621166898,1,1,"Queen, Ellery,",The Dutch shoe mystery,chimyst | teamred | det100 | cozy
10514,1937,1937,1903,1937,f,us,11.387609958702761,0.326885442864,0,1,"Bristow, Gwen,",Deep summer,chirandom | teamblack
10661,1942,1942,1899,1942,f,us,12.376692937127313,0.608251319464,1,1,"Eberhart, Mignon Good",Wolf in man's clothing,teamblack | det100 | cozy
10723,1943,1943,0,1943,m,us,12.564855112154246,0.549176813249,1,1,"Queen, Ellery,",There was an old woman,chimyst | teamred | stew | det100 | cozy
10761,1944,1944,1905,1944,f,us,10.383677182194212,0.298593303235,0,1,"Walker, Mildred",Winter wheat,teamred | chirandom
10803,1946,1946,1903,1946,m,us,12.278526825391747,0.416078067235,0,1,"Busch, Niven,",Day of the conquerors,chirandom | teamblack
10828,1946,1946,1886,1946,m,us,12.198030310407232,0.518544044809,1,1,"Stout, Rex,",The silent speaker,chimyst | teamred | stew | det100 | cozy
10911,1948,1948,0,1948,m,us,12.101839737036792,0.516074246218,1,1,"Queen, Ellery,",Ten days' wonder,teamblack | chimyst | chirandom | det100 | cozy | stew
10916,1948,1948,1904,1948,m,us,11.972488796113094,0.517479736701,0,1,"Skinner, B. F.",Walden Two,chiutopia | chirandom | teamblack
10962,1949,1949,1886,1949,m,us,12.010535237847078,0.502410509784,1,1,"Stout, Rex,",The second confession,chimyst | teamred | stew | det100 | cozy
11022,1925,1925,1873,1925,m,uk,12.139289032824253,0.469825570709,0,1,"Ford, Ford Madox,",No more parades,teamred | chirandom
11073,1942,1942,1897,1942,m,uk,12.622539165910672,0.408772683538,0,1,"Knight, Eric,",Sam Small flies again (Th,chirandom | teamblack
11074,1942,1942,1898,1942,m,uk,14.537500687863846,0.380745647341,0,1,"Lewis, C. S.",The Screwtape letters,chirandom | chifantasy | teamblack
11141,1925,1925,1890,1925,f,uk,12.530093441465384,0.624575361761,1,1,"Christie, Agatha,",Poirot investigates,chirandom | teamblack | det100 | cozy
11156,1925,1925,1862,1925,m,uk,12.920154834786734,0.547779341353,0,1,"Phillpotts, Eden,",A voice from the dark,stew | chirandom | teamblack | det100
11255,1929,1929,1890,1929,f,uk,11.618408350989299,0.701381620982,1,1,"Christie, Agatha,",The Seven dials mystery,chimyst | teamred | cozy
11298,1930,1930,1882,1930,m,au,15.504811194674193,0.437129422657,0,1,"Manning, Frederic,",Her privates: we,chirandom | teamblack
11302,1930,1930,1893,1930,f,uk,14.09715466300553,0.518656145557,1,1,"Sayers, Dorothy L.",Strong poison,chimyst | teamblack | cozy
11316,1931,1931,1882,1931,m,uk,13.62848302699404,0.485458494266,0,1,"Armstrong, Martin,",The romantic adventures o,chirandom | teamblack
11468,1935,1935,1895,1935,f,nz,11.665005220584018,0.650131321823,1,1,"Marsh, Ngaio,",The nursing home murder,chimyst | chirandom | teamblack | cozy
