arranged,-1.38745818952,-2535290268.9
collect,-1.3080587135,-3980499144.64
straw,-1.30464709838,-2156082515.36
plucked,-1.20135653848,-5321111771.0
pointing,-1.18684401766,-857126531.975
curls,-1.18570091811,-5528029653.5
collected,-1.17550018844,-3734348697.95
attacks,-1.15702288335,-2436712910.9
exchange,-1.14480303504,-3891906786.31
knot,-1.13794423435,-3736348416.03
fruit,-1.07867719406,-500421077.715
mention,-1.07200977315,-646434080.282
hired,-1.06176110962,-906762949.505
live,-1.05899377508,-66279901.699
shoot,-1.05545743226,-199872139.356
audience,-1.03959928526,-436234378.154
lip,-1.0351158691,-629534043.229
scattered,-1.03285734485,-1235318990.11
character,-1.03170796022,-1077776523.04
required,-1.02748202573,-861000001.845
everybody,-1.02585993518,-68524624.6273
departure,-1.02335495077,-4406085586.97
whether,-1.02023835604,-178521544.718
choice,-1.01782634354,-600354601.382
#placename,-1.01332902567,-711119.633947
taught,-1.00584702506,-376791021.107
beat,-0.993998507198,-553967601.718
valley,-0.989093887129,-41123639.6051
sons,-0.987058259145,-778231762.586
hanging,-0.986843208857,-301254653.942
heads,-0.986609646011,-354506249.177
squinting,-0.975724906331,-4202950213.81
quality,-0.975401707344,-1235895287.43
delicately,-0.973341186567,-5425523794.81
tubes,-0.972355611118,-3756983770.05
landing,-0.971800970921,-2387639306.17
stooped,-0.970992736001,-5034516604.85
remark,-0.966877685157,-1742817743.77
direct,-0.964681853396,-1630657892.03
straighten,-0.96346641083,-7646065072.17
sip,-0.9589233505,-2996462536.39
group,-0.956656635644,-101137124.242
shell,-0.956250688586,-1941619131.75
curved,-0.954867060064,-2118870842.94
rope,-0.954858813151,-138595504.033
giving,-0.95378255649,-419146240.222
island,-0.95217572306,-128875248.075
spread,-0.951475034539,-189439246.765
cuts,-0.950935157571,-4953322069.47
sold,-0.950365160823,-963497928.171
planted,-0.949164892097,-1713390968.96
motioned,-0.946905944777,-2090392890.6
blurred,-0.946749858609,-1490409337.74
stones,-0.946326522382,-274507247.897
failed,-0.934986681993,-412761458.019
expect,-0.93030006407,-387575205.385
personal,-0.925870134295,-398133122.141
jobs,-0.92440366043,-1591567923.74
tastes,-0.922416567341,-8337489918.73
rim,-0.922165795794,-523159442.48
banks,-0.91987955609,-304522000.516
leads,-0.919187454824,-5227766056.11
lifting,-0.919163954381,-1285098597.48
build,-0.918741102518,-1096943546.62
distance,-0.91585862396,-225989961.652
intently,-0.914910383796,-1892748571.53
announced,-0.910365950494,-625410830.536
lifted,-0.910050691203,-101867821.834
damage,-0.908071018835,-990847770.291
capacity,-0.904895282816,-2231494640.93
arrived,-0.901969613858,-121628612.398
vicious,-0.899040649831,-3335900099.57
attack,-0.898742146078,-166467460.781
paying,-0.895381011226,-954398874.248
suggested,-0.889633553089,-214537587.353
somebody,-0.886116978016,-26981624.5212
fish,-0.884274190894,-8479673.49305
straight,-0.883989954416,-107967343.778
english,-0.883585704029,-138453718.865
twist,-0.88306607976,-2742964630.58
aimed,-0.882801492684,-2440679507.58
assured,-0.878890715883,-477851472.867
extended,-0.878157286739,-839872203.472
remove,-0.874675353516,-2084826747.81
scarred,-0.866622576025,-8959168297.86
fit,-0.86621960431,-582025584.611
person,-0.864719569812,-106611518.488
sent,-0.860887442222,-113796075.675
curled,-0.857905601468,-740909562.646
several,-0.856364801717,-54060520.8877
worth,-0.855347429739,-182673709.48
nest,-0.855318240873,-1310350973.88
ask,-0.854239441098,-46006238.0088
speaks,-0.85201169309,-2038179102.41
drop,-0.84995997721,-528317022.828
tea,-0.84899713138,-183900237.669
ribs,-0.848008689783,-440620400.29
inner,-0.847784147279,-1045300042.33
troubles,-0.847521400604,-3060837027.38
statement,-0.844947514472,-616262609.642
influence,-0.844544963207,-1973508331.95
seats,-0.843987603813,-1145242394.23
repeat,-0.841377696289,-2107685350.9
formal,-0.840608449102,-2389025495.26
confidence,-0.838387021057,-852306650.929
paid,-0.83755872345,-354086875.806
brown,-0.834945493786,-39142910.6356
built,-0.834262662874,-260570995.706
settle,-0.833152632621,-1458539703.51
boat,-0.832293884738,-10372823.2169
hire,-0.831633151306,-1556270748.01
hills,-0.830428957583,-113876841.0
slope,-0.828900779621,-438709548.35
favourite,-0.826441658222,-386436821.962
failing,-0.823452603333,-5829708094.76
deliver,-0.82208774806,-2459836920.41
selling,-0.821815867554,-1610043683.31
possibilities,-0.821001383207,-2872031984.46
weighed,-0.819746783627,-5569188024.26
invitation,-0.817856684321,-2162315753.16
shore,-0.816849929076,-289246137.456
covered,-0.816591504657,-109086161.947
sit,-0.815956639703,-106107180.489
balls,-0.814577578385,-947102381.314
club,-0.810958877058,-30182526.1586
trace,-0.808036162148,-852910222.494
affairs,-0.806048518738,-1944038858.78
movement,-0.805213393949,-168699970.482
rent,-0.803630388958,-1013921612.9
bend,-0.803377008275,-654487941.587
handled,-0.80218926378,-3488673936.09
sticking,-0.802032811234,-1023356325.02
years,-0.801162125598,-6756411.31783
roots,-0.801093292032,-1027676493.01
rights,-0.796203852613,-1244196414.54
people,-0.795165687098,-4172938.0475
bring,-0.794954361805,-204859760.114
travel,-0.794188046761,-258194873.821
practised,-0.794103797265,-3469905226.26
bits,-0.79308054377,-735143800.245
pots,-0.793073485268,-1537571890.67
remote,-0.791444967617,-422048970.155
applied,-0.790843868439,-3810498495.72
stand,-0.79012607739,-180261316.516
cliff,-0.789798954559,-117856273.709
families,-0.788002953173,-489333994.512
pose,-0.787064156826,-3333873155.6
decent,-0.782417733644,-890984498.358
becomes,-0.780110730629,-994001241.385
every,-0.779901897875,-15831145.3178
refuse,-0.776440400469,-530774520.956
knuckles,-0.775033535373,-1177077469.4
tops,-0.773933858405,-4126556289.66
artist,-0.773144830198,-1718823116.73
bank,-0.773139626286,-28959763.1208
comment,-0.772941439357,-1809591547.93
increasingly,-0.772172762329,-4123235100.46
refused,-0.771244359671,-169238618.946
job,-0.769762125868,-60818155.1961
chin,-0.76924507236,-213918268.302
particular,-0.768411586369,-413069461.901
failure,-0.76808693462,-1147973091.91
cares,-0.765232611634,-5638883386.06
lake,-0.764887943117,-15547302.5708
presented,-0.762842129228,-1684878867.73
brothers,-0.760075208285,-125173087.759
attended,-0.759826123302,-1353589945.28
necks,-0.758583518512,-1475035967.01
jaw,-0.758376722681,-606283416.056
afterward,-0.758181359235,-491461563.206
bear,-0.758148599593,-150885559.856
dramatic,-0.758132502662,-9197135185.73
lack,-0.757159674501,-816748505.365
learning,-0.756046863445,-2107751500.65
plenty,-0.755142106657,-329539677.085
suicide,-0.754827363866,-293432106.336
intention,-0.753523609403,-1386957654.05
paths,-0.752658663436,-4615615920.96
ground,-0.752657399467,-17318451.8798
ashes,-0.751662077991,-264011041.414
gets,-0.750745425626,-227424437.358
carried,-0.750710821149,-98784197.7088
landed,-0.750084122191,-1014134534.37
calls,-0.749656598939,-198628113.521
boiling,-0.748063472063,-4373089508.65
support,-0.747655094614,-587632719.895
gang,-0.74631136795,-1752529027.08
channel,-0.746013161796,-623340204.019
stung,-0.745502621294,-2863280346.42
hang,-0.74483345938,-526246017.497
brows,-0.743032978551,-820573792.423
difference,-0.740449389322,-358696412.532
known,-0.73962444083,-63832393.8544
aloud,-0.739331578348,-770025616.703
spitting,-0.738873565596,-2774385140.74
rescue,-0.737994390317,-1127988797.14
cause,-0.737159591184,-21314890.7977
message,-0.736976481218,-224161721.128
sore,-0.736553656072,-1550168338.29
trade,-0.736345483148,-453234405.131
ropes,-0.73594767622,-2745340203.47
collapse,-0.735073388618,-2747532750.24
upper,-0.734803694812,-619100345.684
list,-0.734615907215,-362398729.682
behave,-0.734603643329,-3835508922.96
need,-0.731372972835,-19285588.156
shot,-0.730985870897,-63829798.6119
tied,-0.730148723634,-157330710.133
daughter,-0.729692949729,-19105247.6218
resisted,-0.72810253802,-4853105424.35
role,-0.727217257857,-912615748.77
lived,-0.726266407234,-125554539.955
ninety,-0.724304544479,-654850004.058
strung,-0.723451203278,-2260230646.7
surface,-0.72213705192,-348813892.128
