volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
dul1.ark+=13960=t0tq6sw6t,1807,1807,0,1807,f,uk,20.688285200864364,0.128242861288,0,1,"Bayfield, E. G.,",A winter in Bath,teamred | random
dul1.ark+=13960=t3dz14r97,1807,1807,0,1807,f,uk,18.15714041183823,0.152626561585,0,1,"Bayfield, E. G.,",A winter in Bath,teamred | random
hvd.hwkdax,1803,1803,1757,1803,f,uk,16.645972103151564,0.711242852217,0,1,"Lee, Harriet,",Canterbury tales,teamred | random
mdp.39015004200997,1818,1891,1797,1818,f,uk,17.41334240889707,0.696115344984,1,1,"Shelley, Mary Wollstonecr",Frankenstein,stew | teamred | stangothic | femscifi
mdp.39015023189999,1800,1801,1756,1800,f,uk,15.772267517803249,0.286380082181,0,1,"Hamilton, Elizabeth,",Memoirs of modern philosophers,teamred | random
mdp.39015030996832,1834,1878,1805,1834,m,uk,16.33030857891397,0.309020336857,1,1,"Ainsworth, William Harris",Rookwood,newgate | teamred | stangothic
mdp.39015033367668,1791,1791,1729,1791,f,uk,13.47609439449749,0.0269257478875,1,1,"Reeve, Clara,",The school for widows,teamblack | stangothic
mdp.39015059372105,1823,1823,1794,1823,m,uk,21.60112619692414,0.203309042086,0,1,"Lockhart, J. G.",Reginald Dalton,teamblack | random
mdp.39015063556271,1818,1818,1769,1818,f,uk,16.527140503334078,0.164676436532,0,1,"Opie, Amelia Alderson,",New tales,teamred | random
njp.32101013133523,1813,1813,1763,1813,f,uk,23.763211868815038,0.134053553266,1,1,"Roche, Regina Maria,",The monastery of St. Columb;,teamred | stangothic
njp.32101066479765,1791,1791,1742,1791,m,uk,23.400712984806464,0.115292466422,0,1,"Combe, William,",The devil upon two sticks,teamblack | random
njp.32101068177094,1801,1803,1774,1801,m,uk,17.221994950253755,0.134222926233,0,1,"Du Bois, Edward,",Old Nick;,teamred | random
njp.32101068177102,1801,1803,1774,1801,m,uk,17.490169277364615,0.237689416715,0,1,"Du Bois, Edward,",Old Nick;,teamred | random
nyp.33433051569915,1800,1803,1766,1800,m,ru,12.150633207952811,0.770124811368,0,1,"Karamzin, Nikola? Mikha?lovich,",Russian tales,teamred | random
nyp.33433067303937,1807,1807,1763,1807,f,uk,18.420722748480017,0.322565873051,1,1,"Roche, Regina Maria,","The discarded son; or, Haunt of the banditti",teamred | stangothic
nyp.33433074915970,1809,1809,1745,1809,f,uk,17.170615831709345,0.0308617072358,0,1,"More, Hannah,",C?lebs in search of a wife,teamred | random
nyp.33433074951611,1803,1803,1780,1803,f,uk,21.196793852688227,0.89221620261,1,1,"Cuthbertson, Catherine.",Romance of the Pyrenees,teamblack | stangothic
nyp.33433074954979,1802,1802,0,1802,f,uk,17.98406459281913,0.258789910675,0,1,"Cullen, Margaret.",Home,teamred | random
uc1.$b522186,1806,1806,1746,1806,f,fr,14.200932550131371,0.0110201017012,0,1,"Genlis, St?phanie F?licit?,",Madame de Maintenon,teamred | random
uc1.b248234,1803,1803,0,1803,,,19.933113929885646,0.328535124735,0,1,Anonymous7,"Barbara Markham; or, The profligate requited;",teamblack | random
uc1.b250120,1803,1803,0,1803,,,18.109450362053344,0.22766370983,0,1,Anonymous0,Letters of Miss Riversdale,teamblack | random
uc1.b254212,1821,1821,0,1821,f,uk,16.63161042887587,0.409778961716,0,1,"Varty-Smith, Augusta A.",Matthew Tindale,teamred | random
uc1.b287473,1818,1818,1769,1818,f,uk,17.0322080119189,0.169276820111,0,1,"Opie, Amelia Alderson,",New tales,teamblack | random
uc2.ark+=13960=t4wh2p202,1834,1834,0,1834,m,us,19.876307352843746,0.206355358745,0,1,"White, James,",Some passages in the life of Sir Frizzle Pumpkin,teamblack | random
uiuo.ark+=13960=t00z7jj1c,1823,1823,1788,1823,m,uk,16.203255302287975,0.842837793872,1,1,"Gaspey, Thomas,","Other times; or, the monks of Leadenhall",teamblack | stangothic
uiuo.ark+=13960=t09w1328x,1813,1813,0,1813,f,uk,23.41108734505332,0.273852590744,0,1,"Parker, Emma.",Aretas,teamblack | random
