docid,actualdate,earliestdate,firstpub,tags,recordid,OCLC,author,imprint,enumcron,title,pubrev,judge,impaud,yrrev,pubname,birthdate,gender,nationality,othername,notes,canon,poe_quarter_1820
loc.ark+=13960=t8sb4zz1q,1921,1921,1921,addcanon,537314.0,,"Lawrence, D. H.",New York;T. Seltzer;1921.,,Tortoises,,,,,,1885,m,uk,,,y,0.7841058401391572
uc1.b3342759,1919,1919,1919,random,7930862.0,,"Wigren, Bessie C.",Boston;The Poet Lore Company;c1919,,Summer wind,,,,,,1874,f,us,,,,0.7311281130953678
uc1.b4100590,1918,1918,1918,reviewed,6154122.0,2143179.0,"Waugh, Alec,",London;G. Richards;1918.,,Resentment,rev,,,1918.0,EGO,1898,m,uk,,,,0.7967199274796246
uc1.b3340220,1918,1918,1918,reviewed,7917249.0,12688503.0,"Nightingale, M.",Oxford [Oxfordshire;B.H. Blackwell;1918.,,Verses wise and otherwise,rev,neg,,1919.0,EGO,1879,f,uk,,,,0.7502906119681171
uc2.ark+=13960=t0ft8gj1k,1918,1918,1918,reviewed,7657411.0,2518108.0,"Faber, Geoffrey,","Oxford;B. H. Blackwell;New York;Longmans, Green & Co.;1918.",,In the valley of vision,rev,,,1918.0,EGO,1889,m,uk,,,,0.708633307612292
uc2.ark+=13960=t6k070h7g,1918,1918,1918,reviewed,6607061.0,2809404.0,"Farjeon, Eleanor,","Oxford;B.H. Blackwell;New York;Sold in America by Longmans, Green;1918",,Sonnets and poems,rev,,,1918.0,EGO,1881,f,uk,,,,0.751374026736651
miun.abr7660.0001.001,1918,1918,1918,reviewed,389498.0,736313.0,"Ford, Ford Madox,",London;John Lane;New York;John Lane company;1918.,,"On Heaven, and poems written on active service",rev,,,1918.0,EGO,1873,m,uk,,,,
mdp.39015008296884,1918,1918,1918,random,1187193.0,,"Thomas, Edward,",London;Selwyn & Blount;1918.,,Last poems,,,,,,1878,m,uk,,Well-known,y,0.7704000286965011
njp.32101067680247,1918,1918,1918,random,8963885.0,,"Carmichael, Amy,",Edinburgh;Oliphant;1918,,Made in the pans,,,,,,1867,f,uk,,,,0.7000788409543321
loc.ark+=13960=t3902s17h,1918,1918,1918,random,9577666.0,,"Gruse, Edward.",Boston;The Gorham Press;1918.,,Echoes of democracy,,,,,,1884,m,us,,,,0.5697306593431539
loc.ark+=13960=t40s0803k,1918,1918,1918,random,9568238.0,,"Jenness, Burt Franklin,","Boston, The Cornhill Company;c1918",,Man-o'-war rhymes,,,,,,1876,m,us,,,,0.5917561258964287
loc.ark+=13960=t7pn9zm6f,1918,1918,1918,random,7665565.0,,"McClure, John Peebles,",New York;A. A. Knopf;1918.,,Airs and ballads,,,,,,1893,m,us,,,,0.8093771197838643
mdp.39015013402501,1918,1918,1918,addcanon,537645.0,,"Lawrence, D. H.",New York;B. W. Huebsch;1918.,,Look! We Have Come Through,,,,,,1885,m,uk,,,y,0.7993235603833913
uc1.b3626228,1917,1917,1917,reviewed,309384.0,795110.0,"Aiken, Conrad,",Boston;The Four Seas Company;1917.,,"Nocturne of remembered spring, and other poems",rev,,,1918.0,EGO,1889,m,us,,,,0.8383741443441477
uc2.ark+=13960=t80k27j8j,1917,1917,1917,reviewed,1838375.0,1006049.0,"Eliot, T. S.",London;The Egoist Ltd. ...;1917.,,Prufrock and other observations,rev,pos,,1917.0,EGO,1888,m,us,,,y,0.6972264349968814
uc1.b4100506,1917,1917,1917,reviewed,6154086.0,3545363.0,"Campbell, Joseph,",Dublin;London;Maunsel;1917.;(Dublin;George Roberts),,Earth of Cualann,rev,pos,,1917.0,EGO,1879,m,ir,Seosamh Mac Cathmhaoil,,,0.7137369244698658
loc.ark+=13960=t0dv25v7j,1917,1917,1917,random,9565056.0,,"Reed, Helen Leah,",Boston;De Wolfe and Fiske;c1917.,,"Memorial Day, and other verse (original and translated)",,,,,,1860,f,us,,,,0.5490196406900588
loc.ark+=13960=t76t19455,1917,1917,1917,random,6517209.0,,"Bachtell, Paul B.",Los Angeles;Baumgardt Publishing Company;1917.,,At Lucifer's portals,,,,,,1890,m,us,,,,0.6262225409495766
uc2.ark+=13960=t6736mr5n,1917,1917,1917,random,6228739.0,,"Aikins, Carroll.","Boston;Sherman, French & Company;1917.",,Poems,,,,,,1888,m,ca,,,,0.8127801964775747
loc.ark+=13960=t3nv9z201,1917,1917,1917,random,9590157.0,,"Kirk, Annie (Brindley),",Detroit;1917,,Inspirational poems,,,,,,1855,f,us,,,,0.576082110615638
uc2.ark+=13960=t94748994,1917,1917,1917,random,2651411.0,,"Wood, Clement,",New York;L. J. Gomme;1917.,,Glad of earth,,,,,,1888,m,us,,,,0.7510878700330225
loc.ark+=13960=t13n30w9p,1917,1917,1917,random,11213778.0,,"Andrews, Edith Fargo.","Boston;Sherman, French & Company;1917.",,Vagrant visions,,,,,,1888,f,us,,,,0.7001667930362305
mdp.39015012978758,1916,1916,1916,reviewed,1029355.0,486117.0,"Seeger, Alan,",New York;C. Scribner's sons;1916.,,Poems,rev,,,1917.0,EGO,1888,m,us,,,,0.5976341621697228
uc1.b4101052,1916,1916,1916,reviewed,631830.0,513652.0,"Masters, Edgar Lee,",New York;The Macmillan company;1916.,,Songs and satires,rev,,,1916.0,PMV,1868,m,us,,,,0.583517113391222
mdp.39015048709672,1916,1916,1916,reviewed,186256.0,603883.0,"De la Mare, Walter,",New York;Henry Holt and Co.;1916.,,"The listeners, and other poems",rev,,,1916.0,PMV,1873,m,uk,,,,0.8420401067633977
loc.ark+=13960=t10p1hx6j,1916,1916,1916,reviewed,6154895.0,1926345.0,"Arensberg, Walter,",Boston and New York;Houghton Mifflin Co.;1916.,,Idols,rev,pos,,1916.0,PMV,1878,m,us,,,,0.6461716392090099
nyp.33433066644851,1916,1916,1916,reviewed,1029308.0,28227389.0,"Sandburg, Carl,",New York;Holt;1916,,Chicago poems,rev,pos,,1916.0,PMV,1878,m,us,,,y,0.9939910621506233
mdp.39015063915642,1916,1916,1916,random,282252.0,,"Bashford, H. H.",Boston;New York;Houghton Mifflin company;1916.,,Songs out of school,,,,,,1880,m,uk,,,,0.748322299598442
loc.ark+=13960=t85h8fd4f,1916,1916,1916,random,11210368.0,,"White, Charles Edward,","Syracuse, N.Y.;John Single Paper Co., printers;c1916",,Poems of school and life,,,,,,1848,m,us,,,,0.5090443463897157
loc.ark+=13960=t8jd5j56r,1916,1916,1916,random,9607316.0,,"Keeler, Charles Augustus,",New York;L. J. Gomme;1916.,,The victory: poems of triumph,,,,,,1871,m,us,,,,0.6447168807842986
loc.ark+=13960=t01z4v628,1916,1916,1916,random,449448.0,,"Havener, William Alexander.","Clovis, N. M.;1916.",,Evening pastimes,,,,,,,m,,,,,0.7483336516376718
uc2.ark+=13960=t12n5658q,1915,1915,1915,reviewed,7694830.0,1729410.0,"Cornford, Frances Darwin,",London;Poetry Bookshop;1915.,,Spring morning,rev,neg,,1915.0,EGO,1886,f,uk,,,,0.8096337809170524
uc1.b4101575,1915,1915,1915,reviewed,4136771.0,1920139.0,"Percy, William Alexander,","New Haven;Yale University Press; [etc., etc.;1915.",,Sappho in Levkas,rev,neg,,1917.0,PMV,1885,m,us,,,,0.7202470423026429
uc2.ark+=13960=t81j9n694,1915,1915,1915,reviewed,1417790.0,6537454.0,"Flecker, James Elroy,",London;The Poetry Bookshop;1915,,The old ships,rev,,elite,1915.0,EGO,1884,m,uk,,,,0.742262897571355
uc1.b4100495,1915,1915,1915,reviewed,6154080.0,367177.0,"Stephens, James,",New York;The Macmillan company;c1915,,Songs from the clay,rev,,,1915.0,PMV,1880,m,ir,,,,0.5518305282469063
uc1.b4100799,1915,1915,1915,reviewed,6154216.0,6566006.0,"Wickham, Anna,",London;The Poetry bookshop;1915.,,The contemplative quarry,rev,,,1915.0,EGO,1883,f,uk,,,,0.6659896088097249
nyp.33433066644828,1915,1915,1915,random,8656768.0,,"Sanford, J. E.","Fredonia, N.Y.;Hart;1915.",,"His one tune, and a few others",,,,,,1876,m,us,,,,0.6253726042093793
loc.ark+=13960=t9g458b15,1915,1915,1915,random,9569764.0,,"Ferris, Mary Lanman Douw ""Mrs. Morris P. Ferris,"",",New York;1915,,A legend of New Year eve,,,,,,1855,f,us,,,,0.639626014316721
mdp.39015008529144,1915,1915,1915,random,583940.0,,"Brooke, Rupert,",New York;John Lane company;1915.,,The collected poems of Rupert Brooke,,,,,,1887,m,uk,,,y,0.747283589980968
nyp.33433082209861,1915,1915,1915,random,8655884.0,,"Emmons, Earl H.,",New York;E.H. Emmons;c1915,,Redskin rimes,,,,,,1888,m,us,,,,0.5379316881737986
loc.ark+=13960=t2h70wf5d,1915,1915,1915,random,9565582.0,,"Bolmer, Clarence Buckmaster.",New York;The Knickerbocker press;c1915,,Day dreams,,,,,,1858,m,us,,,,0.7655955438862585
nyp.33433066651138,1914,1914,1914,reviewed,8656518.0,20463618.0,"Lindsay, Vachel,","New York;The Macmillan Company;1919, c1914.",,The Congo and other poems,rev,,,1915.0,PMV,1879,m,us,,,,0.6576308084735462
uc1.$b439794,1914,1914,1914,reviewed,632042.0,284968.0,"Kilmer, Joyce,",New York;George H. Doran company;c1914,,Trees,rev,neg,,1914.0,PMV,1886,f,us,,,,0.6935735120379901
uc2.ark+=13960=t4kk95h1q,1914,1914,1914,reviewed,6639062.0,1738726.0,"Benét, William Rose,",New Haven;Yale University Press;1914.,,The falconer of God,rev,,,1914.0,PMV,1886,m,us,,,,0.7057407283738447
loc.ark+=13960=t3029c41j,1914,1914,1914,reviewed,9574671.0,4323914.0,"Clarke, George Herbert,",Cincinnati;Stewart & Kidd;1914,,At the shrine,rev,neg,,1915.0,PMV,1873,m,us,,,,0.7228341375844081
uc2.ark+=13960=fk9v11w414,1914,1914,1914,reviewed,8658399.0,290324.0,"Untermeyer, Louis,",New York;The Century co.;1914.,,Challenge,rev,neg,,1914.0,PMV,1885,m,us,,,,0.7219885747241771
uc1.b3332871,1914,1914,1914,reviewed,7924703.0,1296560.0,"Bangs, John Kendrick,",New York;Macmillan;1914.,,The foothills of Parnassus,rev,neg,,1914.0,PMV,1862,m,us,,,,0.47273368867651966
mdp.39015000595614,1914,1914,1914,reviewed,1376256.0,5104656.0,"Oppenheim, James,",New York;The Century co.;1914.,,"Songs, for the new age",rev,,,1914.0,PMV,1882,m,us,,,,0.7408696352319449
uc2.ark+=13960=t5k93645c,1914,1914,1914,reviewed,1025611.0,5198135.0,"Monro, Harold,",London;Poetry Bookshop;1914.,,Children of love,rev,,,1914.0,EGO,1879,m,uk,,,,0.737442695141781
mdp.39015030756970,1914,1914,1914,reviewed,629642.0,288656.0,"Lowell, Amy,",New York;The MacMillan company;1914.,,Sword blades and poppy seed,rev,,,1914.0,EGO,1874,f,us,,,y,0.6188344853077747
uc2.ark+=13960=t0ht2j42v,1914,1914,1914,reviewed,7682801.0,13539963.0,"Rodker, John,",Whitechapel;To be had of the Author;1914,,Poems,rev,,,1914.0,EGO,1894,m,uk,,,,0.8292773243840817
njp.32101067172872,1917,1917,1914,reviewed,8956117.0,1810171.0,"Sassoon, Siegfried,",London;W. Heinemann;1917,,The old huntsman,rev,,,1914.0,PMV,1886,m,uk,,,y,0.804886803573481
nyp.33433066636329,1914,1914,1914,reviewed,6502296.0,11165602.0,"Lee, Agnes,","Boston;Sherman, French;1914.",,The sharing,rev,,,1915.0,PMV,1868,f,us,,,,0.7664230867327743
loc.ark+=13960=t40s0mt4z,1914,1914,1914,reviewed,633653.0,1496428.0,"Monroe, Harriet,",New York;The Macmillan company;1914.,,You and I,rev,,,1914.0,EGO,1860,f,us,,,,0.6861135352333191
nyp.33433074961453,1914,1914,1914,random,8656710.0,,"Tolman, Emily.","Boston;Sherman, French & Company;c1914",,To a summer cloud,,,,,,,,,,,,0.6242798015003926
uc2.ark+=13960=t5q81605q,1915,1915,1914,random,7917228.0,,"Morgan, Angela.",New York;E.C. Lewis Co.;c1914.,,The hour has struck;,,,,,,1875,f,us,,,,0.6427075010582137
uc2.ark+=13960=t5p848b89,1914,1914,1914,random,7686075.0,,"Bonus, John,",London;Longmans;1914.,,Thoughts in verse for my friends,,,,,,1828,m,uk,,,,0.5207483200346052
loc.ark+=13960=t8gf19n4c,1914,1914,1914,random,8658103.0,,"Stott, Roscoe Gilmore.",Cincinnati;Stewart & Kidd company;1914,,The man sings,,,,,,1880,m,us,,,,0.6644520593841922
nyp.33433066569025,1914,1914,1914,random,8657400.0,,"Scofield, William Bacon.","Worcester, Mass.;The Commonwealth Press, printers;1914.",,Verses,,,,,,1864,m,us,,,,0.6296620603732829
mdp.39015063919453,1914,1914,1914,random,779417.0,,"Gale, Norman,",London;MacMillan and co.;1914.,,Collected poems,,,,,,1862,m,uk,,,,0.7236524683337773
uc2.ark+=13960=t23b5z68r,1914,1914,1914,random,7654244.0,,"Burton, H. Bindon.",Dublin;Maunsel;1914.,,"Eölsyné, and other poems",,,,,,,,,,,,0.5870679597726365
loc.ark+=13960=t01z4r32p,1914,1914,1914,random,9583129.0,,"Hewes, Charles Edwin,","Estes Park, Col.;The Egerton-Palmer press;c1914",,Songs of the Rockies,,,,,,1870,m,us,,,,0.5514011000757976
nyp.33433074801030,1914,1914,1914,random,8657007.0,,<blank>,Chicago;Charles C. Thompson co.;c1914,,Songs of the underworld,,,,,,1875,m,us,"Yore, Clem",,,0.7157878843353064
loc.ark+=13960=t0ms46c3p,1914,1914,1914,random,9578561.0,,"Maxwell, George Madison,","Roanoke, Va.;Stone Print. and Manufacturing Co.;1914.",,"Bare-foot days, and other poems",,,,,,1876,m,us,,,,0.6727639735852436
loc.ark+=13960=t42r4b17k,1914,1914,1914,random,7661311.0,,"Hinckley, Mercy Adeline,",New York;The Neale Publishing Company;1914.,,Life-colors,,,,,,1871,f,us,,,,0.621978914311943
mdp.39015063947074,1914,1914,1914,random,324282.0,,"O'Hagan, Thomas,",Toronto;W. Briggs;1914.,,In the heart of the meadow,,,,,,1855,m,ca,,,,0.5218016100610687
nyp.33433075790711,1914,1914,1914,random,8656818.0,,"Fisher, Benjamin Franklin,","Canton, Ohio;The Franklin company;c1914",,Life harmonies,,,,,,1873,m,us,,,,0.5842486642751222
uc2.ark+=13960=t90865x9t,1913,1913,1913,reviewed,6608677.0,10631320.0,"Helston, John.",London;Heinemann;1913.,,Aphrodite,rev,,,1914.0,PMV,1877,m,uk,,obscure,,0.7699746428847325
