volid,dateused,pubdate,birthdate,firstpub,gender,nation,allwords,logistic,realclass,trainflag,trainsize,author,title,genretags
dul1.ark+=13960=t5fb5xg2z,1855,1855,1822,1855,m,uk,21.06529297211714,0.745884989323,1,1,"Arnold, Matthew,",Poems,reviewed
dul1.ark+=13960=t75t4h116,1867,1867,1822,1867,m,uk,26.627383846771313,0.836199058479,1,1,"Arnold, Matthew,",New poems,reviewed
dul1.ark+=13960=t84j19z0d,1861,1861,1834,1861,m,us,29.796224743546777,0.0373080145435,0,1,"Mangum, A. W.",The holy shield,random
hvd.32044010164861,1814,1828,1783,1814,m,uk,39.520884069557766,0.454347533992,0,1,"Nicholson, William,",[Tales in verse,random
hvd.32044018706432,1845,1845,1786,1845,f,uk,34.8711507369214,0.653040392371,1,1,"Southey, Caroline Bowles,",The birth-day,reviewed
hvd.32044020453569,1824,1824,1781,1824,m,us,37.58102782222332,0.331642903965,0,1,"Pickering, Henry,",Athens,random
hvd.32044058223066,1833,1833,1796,1833,m,uk,39.79370161617892,0.703134032788,1,1,"Coleridge, Hartley,",Poems,reviewed
hvd.32044058247099,1842,1842,1809,1842,m,uk,32.24826681207526,0.977391689328,1,1,"Tennyson, Alfred Tennyson,",Poems in two volumes,reviewed
hvd.32044077933034,1833,1834,1793,1833,m,uk,26.949461812531972,0.100417729356,1,1,"Lyte, Henry Francis,",Poems,reviewed
hvd.hn8n81,1823,1824,1795,1823,m,us,57.391513102768975,0.55977490936,0,1,"Percival, James Gates,",Poems,random
hvd.hnmy3p,1835,1835,0,1835,m,uk,39.74383835396427,0.168825377886,0,1,"Copleston, John Gay.",Lynmouth;,random
hvd.hnnzqj,1835,1835,1810,1835,m,uk,58.37907509231185,0.627715007509,1,1,"Alford, Henry,",The school of the heart,reviewed
hvd.hnpeas,1833,1833,1796,1833,m,uk,47.307327644403784,0.111520295319,0,1,"Markham, Alexander.",The avenged bride;,random
hvd.hwh1bt,1841,1841,1776,1841,m,uk,44.79142447939943,0.309107480917,0,1,"Fitchett, John,",King Alfred,random
hvd.hwjueh,1839,1841,1788,1839,m,us,36.497790475104146,0.0974402667633,0,1,"Emmons, Richard,",The battle of Bunker Hill,random
hvd.hwkq92,1830,1830,1808,1830,f,uk,42.24804593577632,0.937238763087,1,1,"Norton, Caroline Sheridan,","The undying one, and other poems",reviewed
hvd.hwkq93,1840,1840,1808,1840,f,uk,42.45927320030176,0.899629959838,1,1,"Norton, Caroline Sheridan,",The dream,reviewed
hvd.hwnzqz,1819,1821,1788,1819,m,uk,44.71747884296005,0.677407150257,1,1,"Byron, George Gordon Byron,",The prophecy of Dante,reviewed
hvd.hwpnme,1828,1828,1788,1828,m,uk,36.777366432787986,0.480547019177,1,1,"Atherstone, Edwin,",The fall of Nineveh;,reviewed
hvd.hwpnml,1828,1828,1788,1828,m,uk,37.76252086032041,0.452558457439,1,1,"Atherstone, Edwin,",The fall of Nineveh;,reviewed
hvd.hx5ei3,1842,1842,1787,1842,m,us,33.29282288977009,0.0288855424813,0,1,"Foster, Nathan Lanesford,",The last of his family;,random
hvd.hxdamf,1842,1842,1802,1842,m,us,31.698612271487164,0.202162252775,0,1,"Pierce, Augustus",The rebelliad;,random
hvd.hxdflv,1840,1840,1803,1840,m,us,30.081956309091442,0.177986016782,0,1,"Brown, J. Newton",Emily,random
hvd.hxgf8x,1820,1820,1775,1820,m,uk,40.13910292161562,0.303373602927,0,1,"Watson, James,",The spirit of the doctor,random
inu.30000108907506,1847,1847,1794,1847,m,us,33.6567043348142,0.216458181228,0,1,"Tappan, William B.",Sacred and miscellaneous poems,random
inu.32000000641847,1880,1880,1834,1880,m,uk,38.2411120940927,0.818418132695,1,1,"Thomson, James,",The city of dreadful night,reviewed
inu.32000007041967,1881,1881,1834,1881,m,uk,67.0504794048341,0.71537801966,1,1,"Morris, William,",The story of Sigurd the Volsung and the fall of Niblungs,reviewed
inu.39000001277370,1853,1858,1818,1853,m,uk,25.378871799102996,0.374189579362,0,1,"Hollingsworth, Alfred Johnstone,",The poetical works of the late Alfred Johnstone Hollingsworth,random
loc.ark+=13960=t00z7rp24,1868,1868,0,1868,,,40.93039083346714,0.218176038783,0,1,anonymous6,The San Francisco fairy,random
loc.ark+=13960=t00z7s04j,1878,1878,1840,1878,m,us,25.539682228188546,0.280028852647,1,1,"McKnight, George,","Life and faith, sonnets",reviewed
loc.ark+=13960=t01z4r32p,1914,1914,1870,1914,m,us,20.818137631794478,0.0738350559928,0,1,"Hewes, Charles Edwin,",Songs of the Rockies,random
loc.ark+=13960=t01z4v628,1916,1916,0,1916,m,,33.364086482716516,0.247794035189,0,1,"Havener, William Alexander.",Evening pastimes,random
loc.ark+=13960=t03x8vs4n,1871,1871,0,1871,,,23.82990902705214,0.300254400479,0,1,"Wallace, E. D.",England's last queen,random
loc.ark+=13960=t04x5sr13,1912,1912,1893,1912,m,us,26.648341606634265,0.908723990339,1,1,"Smith, Clark Ashton,",The star-treader,reviewed
loc.ark+=13960=t05x2xf3v,1886,1886,1838,1886,f,us,25.109617907449987,0.0470833089893,0,1,"Greene, Aella,",The poetical works of Aella Greene,random
loc.ark+=13960=t07w6wd9p,1902,1902,1880,1902,m,us,43.673781963832475,0.801889486795,1,1,"Stevens, Thomas Wood,",The morning road,reviewed
loc.ark+=13960=t0dv25v7j,1917,1917,1860,1917,f,us,30.326883990846163,0.657169531593,0,1,"Reed, Helen Leah,","Memorial Day, and other verse (original and translated)",random
loc.ark+=13960=t0ft95k82,1855,1855,0,1855,m,us,19.996041356626684,0.0245434176022,0,1,"Stillman, George A.",Life-real,random
loc.ark+=13960=t0gt62k04,1902,1902,1839,1902,f,us,24.747525491630537,0.0336142360632,0,1,"Wilder, Cordelia Beardsley.",Kitchen visits with the muses,random
loc.ark+=13960=t0ms46c3p,1914,1914,1876,1914,m,us,38.07012893115037,0.0323689346985,0,1,"Maxwell, George Madison,","Bare-foot days, and other poems",random
loc.ark+=13960=t0pr8c51w,1828,1828,0,1828,f,us,26.32556657608809,0.0200144932535,0,1,"Jones, Elizabeth C.",Fugitive poems,random
loc.ark+=13960=t0qr59x0m,1871,1871,1847,1871,m,us,25.22085027887704,0.343008284739,1,1,"Fuller, Edwin W.",The angel in the cloud,reviewed
loc.ark+=13960=t0qr5g21z,1902,1902,0,1902,,,23.624505025934074,0.707526148684,0,1,"Haswin, Frances Rosina. [from old catalog]",Some songs and verses,random
loc.ark+=13960=t0sq9fz3z,1843,1843,1795,1843,m,us,24.077359560981503,0.158119823138,1,1,"Percival, James Gates,",Dream of a day,reviewed
loc.ark+=13960=t0tq6gq3d,1868,1868,1824,1868,f,us,24.988502649394423,0.603406514042,1,1,"Larcom, Lucy,",Poems,reviewed
loc.ark+=13960=t0tq6s38g,1913,1913,1877,1913,m,us,23.556151390417988,0.274985781211,0,1,"Malloch, Douglas.",The woods,random
loc.ark+=13960=t0wq0dz13,1872,1872,0,1872,m,us,25.843446225063467,0.326501901022,0,1,"Armstrong, J. A.",Harvest,random
loc.ark+=13960=t0zp4md92,1863,1863,1818,1863,m,us,27.28351316345437,0.332849734521,0,1,"Peterson, Henry,",Poems,random
loc.ark+=13960=t10p1hx6j,1916,1916,1878,1916,m,us,22.23755213719227,0.909338741594,1,1,"Arensberg, Walter,",Idols,reviewed
loc.ark+=13960=t13n30w9p,1917,1917,1888,1917,f,us,23.774284277037427,0.0947905084005,0,1,"Andrews, Edith Fargo.",Vagrant visions,random
loc.ark+=13960=t18k7vr3q,1887,1887,1847,1887,m,us,23.361504477928634,0.338052495841,1,1,"Roche, James Jeffrey,",Songs and satires,reviewed
loc.ark+=13960=t19k4z26m,1860,1860,1806,1860,m,us,25.856254613131703,0.716045435666,0,1,"Willis, Nathaniel Parker,","The poems, sacred, passionate, and humorous, of Nathaniel Parker WIllis",random
loc.ark+=13960=t1cj8vs53,1902,1902,1840,1902,f,us,24.461022298857475,0.443004048078,0,1,"Welsh, Mary Elizabeth,",Kapiolani;,random
loc.ark+=13960=t1cj90444,1896,1896,1817,1896,f,us,23.940171443519436,0.090750765353,0,1,"Ramsey, V. G.",A censer;,random
loc.ark+=13960=t1fj2t30n,1892,1892,0,1892,,,22.186549576672594,0.197583423524,0,1,"Rowley, A. A. [from old catalog]",Kansas campaign songs,random
loc.ark+=13960=t1fj32s97,1859,1859,1834,1859,m,us,34.08126280765641,0.0147118879992,0,1,"Carhart, John Wesley,",Sunny hours,random
loc.ark+=13960=t1gj02d1m,1854,1854,1807,1854,f,us,23.055616506464528,0.268068359972,0,1,"Hewitt, Mary E.",Poems,random
loc.ark+=13960=t1jh41981,1853,1853,0,1853,m,us,35.985492190674755,0.418816463813,0,1,"Buchanan, William B.","Baltimore, or, Long, long time ago",random
loc.ark+=13960=t1kh1508t,1864,1865,1790,1864,m,us,25.334579253937044,0.384211018634,0,1,"Halleck, Fitz-Greene,",Young America,random
loc.ark+=13960=t1kh1gk7p,1871,1871,1817,1871,m,us,40.76421472071296,0.820122548966,1,1,"Channing, William Ellery,",The wanderer,reviewed
loc.ark+=13960=t1qf9763h,1842,1842,1807,1842,m,us,28.296291671936082,0.841821958211,1,1,"Longfellow, Henry Wadsworth,",Ballads and other poems,reviewed
loc.ark+=13960=t1zc8cv86,1902,1902,1857,1902,f,us,28.010161770600927,0.225349937508,0,1,"Van Cleve, Alice Davis. [from old catalog]",The Queen's rosary,random
loc.ark+=13960=t1zc8q99n,1882,1882,1835,1882,f,us,24.11388330848423,0.870931829,1,1,"Spofford, Harriet Elizabeth Prescott,",Poems,reviewed
loc.ark+=13960=t20c5hr60,1858,1858,1800,1858,m,us,37.75906958170375,0.193423343904,0,1,"Cotton, Alfred Jackson,",Cotton's keepsake,random
loc.ark+=13960=t20c5r23g,1868,1868,1811,1868,m,us,27.809261074108854,0.479954046776,0,1,"Palmer, James Croxall,",Antarctic mariner's song,random
loc.ark+=13960=t23b6hk19,1910,1910,0,1910,,,19.921489338120303,0.408214658075,0,1,"Farnsworth, Edward Clarence.",Saint Helena,random
loc.ark+=13960=t24b3nc5c,1862,1862,0,1862,,,26.582959314861974,0.335704463862,1,1,L,"Sybelle, and other poems",reviewed
loc.ark+=13960=t24b3p10w,1842,1842,0,1842,m,us,26.244892542897887,0.0197265753389,0,1,"Smith, Benjamin","Poems, moral and religious",random
loc.ark+=13960=t2891p34v,1891,1891,1859,1891,f,us,26.942331823194074,0.919723801235,1,1,"Cone, Helen Gray,",The ride to the lady,reviewed
loc.ark+=13960=t2891sf2m,1886,1886,1835,1886,f,us,21.768422310446912,0.812735007002,1,1,"Thaxter, Celia,","The cruise of the Mystery, and other poems",reviewed
loc.ark+=13960=t2891sx2w,1871,1871,1825,1871,m,us,24.60322869794872,0.840133486022,1,1,"Stoddard, Richard Henry,","The book of the East, and other poems",reviewed
loc.ark+=13960=t2g740b7g,1891,1891,1824,1891,m,us,34.548503554326004,0.380318904736,0,1,"[Loomis, George],",Memorial or Decoration day,random
loc.ark+=13960=t2g740m4m,1870,1870,0,1870,,,23.469396086237264,0.230797142293,0,1,"Atkinson, Mary Ellen.",Ivy leaves,random
loc.ark+=13960=t2h70wf5d,1915,1915,1858,1915,m,us,20.709358759503004,0.043784463269,0,1,"Bolmer, Clarence Buckmaster.",Day dreams,random
loc.ark+=13960=t2s475v8n,1894,1894,0,1894,m,,22.05871193278483,0.0199664398828,0,1,"Battersby, John H. [from old catalog]",Poems patriotic,random
loc.ark+=13960=t2w38b121,1860,1860,0,1860,,,27.510645460796567,0.193803093647,0,1,"Coutts, W. G. [from old catalog]",The games,random
loc.ark+=13960=t3029c41j,1914,1914,1873,1914,m,us,24.55056793481326,0.925331746071,1,1,"Clarke, George Herbert,",At the shrine,reviewed
loc.ark+=13960=t3320dh5b,1867,1867,0,1867,,,25.217928270011104,0.153969079457,0,1,"[D'Arusmont, William E. Guthrie] [from old catalog]",The betrothed,random
loc.ark+=13960=t3320jj4z,1866,1866,0,1866,,,21.43090069279606,0.477404250748,1,1,"Clark, Annie E.",Poems,reviewed
loc.ark+=13960=t3417h040,1853,1853,1789,1853,f,us,26.95975270501173,0.361328873079,0,1,"Gould, Hannah F[lagg],","The mother's dream, and other poems",random
loc.ark+=13960=t3805w074,1880,1880,0,1880,f,,22.752479783444294,0.702007877424,1,1,"Backus, Elizabeth Welch.",Three friends' fancies,reviewed
loc.ark+=13960=t3902s17h,1918,1918,1884,1918,m,us,31.631041159555885,0.282673453229,0,1,"Gruse, Edward.",Echoes of democracy,random
loc.ark+=13960=t3cz3pj65,1873,1873,1820,1873,m,us,26.220474964870043,0.393442760128,0,1,"Case, Leonard,",Treasure trove;,random
